date,canton_codes,avg_distance_km
2020-02-24,VS,51.15
2020-02-25,VS,47.15
2020-02-26,VS,40.53
2020-02-27,VS,41.98
2020-02-28,VS,55.26
2020-02-29,VS,54.02
2020-03-01,VS,53.4
2020-03-02,VS,42.32
2020-03-03,VS,44.37
2020-03-04,VS,48.23
2020-03-05,VS,41.28
2020-03-06,VS,49.84
2020-03-07,VS,51.39
2020-03-08,VS,61.28
2020-03-09,VS,43.98
2020-03-10,VS,39.85
2020-03-11,VS,46.14
2020-03-12,VS,44.96
2020-03-13,VS,46.36
2020-03-14,VS,37.64
2020-03-15,VS,40.53
2020-03-16,VS,37.51
2020-03-17,VS,30.13
2020-03-18,VS,29.03
2020-03-19,VS,23.2
2020-03-20,VS,24.93
2020-03-21,VS,18.99
2020-03-22,VS,16.12
2020-03-23,VS,22.85
2020-03-24,VS,22.04
2020-03-25,VS,22.11
2020-03-26,VS,21.82
2020-03-27,VS,23.99
2020-03-28,VS,19.87
2020-03-29,VS,15.37
2020-03-30,VS,20.99
2020-03-31,VS,22.82
2020-04-01,VS,25.01
2020-04-02,VS,24.67
2020-04-03,VS,25.97
2020-04-04,VS,21.73
2020-04-05,VS,21.5
2020-04-06,VS,25.51
2020-04-07,VS,21.05
2020-04-08,VS,27.28
2020-04-09,VS,29.02
2020-04-10,VS,24.95
2020-04-11,VS,23.46
2020-04-12,VS,19.48
2020-04-13,VS,23.87
2020-04-14,VS,27.97
2020-04-15,VS,29.69
2020-04-16,VS,27.65
2020-04-17,VS,31.89
2020-04-18,VS,26.42
2020-04-19,VS,23.63
2020-04-20,VS,28.58
2020-04-21,VS,28.65
2020-04-22,VS,25.72
2020-04-23,VS,32.39
2020-04-24,VS,34.82
2020-04-25,VS,28.27
2020-04-26,VS,24.77
2020-04-27,VS,33.72
2020-04-28,VS,30.14
2020-04-29,VS,39.96
2020-04-30,VS,35.96
2020-05-01,VS,36.83
2020-05-02,VS,29.48
2020-05-03,VS,31.43
2020-05-04,VS,45.63
2020-05-05,VS,37.52
2020-05-06,VS,44.98
2020-05-07,VS,47.87
2020-05-08,VS,49.36
2020-05-09,VS,42.76
2020-05-10,VS,38.77
2020-05-11,VS,40.54
2020-05-12,VS,42.95
2020-05-13,VS,35.99
2020-05-14,VS,40.99
2020-05-15,VS,50.78
2020-05-16,VS,44.48
2020-05-17,VS,48.74
2020-05-18,VS,51.47
2020-05-19,VS,53.51
2020-05-20,VS,51
2020-05-21,VS,48.42
2020-05-22,VS,57.29
2020-05-23,VS,46.61
2020-05-24,VS,61.75
2020-05-25,VS,52.96
2020-05-26,VS,53.27
2020-05-27,VS,61.87
2020-05-28,VS,59.52
2020-05-29,VS,65.75
2020-05-30,VS,59.57
2020-05-31,VS,62.29
2020-06-01,VS,74.57
2020-02-01,ZG,46.29
2020-02-02,ZG,30.41
2020-02-03,ZG,42.11
2020-02-04,ZG,41.6
2020-02-05,ZG,44.65
2020-02-06,ZG,48.41
2020-02-07,ZG,53.01
2020-02-08,ZG,52.05
2020-02-09,ZG,40.58
2020-02-10,ZG,36.69
2020-02-11,ZG,41.97
2020-02-12,ZG,45.49
2020-02-13,ZG,47.7
2020-02-14,ZG,51.13
2020-02-15,ZG,48.21
2020-02-16,ZG,35.34
2020-02-17,ZG,39.09
2020-02-18,ZG,42.79
2020-02-19,ZG,42.33
2020-02-20,ZG,45.13
2020-02-21,ZG,47.37
2020-02-22,ZG,45.75
2020-02-23,ZG,29.64
2020-02-24,ZG,41.77
2020-02-25,ZG,40.32
2020-02-26,ZG,40.07
2020-02-27,ZG,42.33
2020-02-28,ZG,46.57
2020-02-29,ZG,40.08
2020-03-01,ZG,33.28
2020-03-02,ZG,37.42
2020-03-03,ZG,40.61
2020-03-04,ZG,42.19
2020-03-05,ZG,40.18
2020-03-06,ZG,44.34
2020-03-07,ZG,38.67
2020-03-08,ZG,35.64
2020-03-09,ZG,36.59
2020-03-10,ZG,37.9
2020-03-11,ZG,40.78
2020-03-12,ZG,40.47
2020-03-13,ZG,41.65
2020-03-14,ZG,31.17
2020-03-15,ZG,29.75
2020-03-16,ZG,32.32
2020-03-17,ZG,26.14
2020-03-18,ZG,26.19
2020-03-19,ZG,25.44
2020-03-20,ZG,24.66
2020-03-21,ZG,16.46
2020-03-22,ZG,11.74
2020-03-23,ZG,20.27
2020-03-24,ZG,21.15
2020-03-25,ZG,21
2020-03-26,ZG,21.36
2020-03-27,ZG,23.65
2020-03-28,ZG,23.75
2020-03-29,ZG,11.91
2020-03-30,ZG,18.21
2020-03-31,ZG,21.04
2020-04-01,ZG,23.1
2020-04-02,ZG,23.58
2020-04-03,ZG,24.34
2020-04-04,ZG,22.54
2020-04-05,ZG,20.04
2020-04-06,ZG,22.44
2020-04-07,ZG,19.81
2020-04-08,ZG,27.19
2020-04-09,ZG,27.79
2020-04-10,ZG,23.1
2020-04-11,ZG,26.27
2020-04-12,ZG,21.75
2020-04-13,ZG,21.01
2020-04-14,ZG,23.19
2020-04-15,ZG,26.6
2020-04-16,ZG,25.43
2020-04-17,ZG,29.51
2020-04-18,ZG,27.27
2020-04-19,ZG,23.31
2020-04-20,ZG,24.34
2020-04-21,ZG,25.53
2020-04-22,ZG,25.28
2020-04-23,ZG,31.65
2020-04-24,ZG,32.42
2020-04-25,ZG,29.41
2020-04-26,ZG,22.12
2020-04-27,ZG,28.83
2020-04-28,ZG,24.88
2020-04-29,ZG,29.21
2020-04-30,ZG,27.85
2020-05-01,ZG,28.32
2020-05-02,ZG,24.36
2020-05-03,ZG,28.03
2020-05-04,ZG,31.39
2020-05-05,ZG,26.62
2020-05-06,ZG,31.7
2020-05-07,ZG,36.43
2020-05-08,ZG,38.21
2020-05-09,ZG,35.54
2020-05-10,ZG,30.64
2020-05-11,ZG,28.29
2020-05-12,ZG,29.25
2020-05-13,ZG,26.67
2020-05-14,ZG,31.08
2020-05-15,ZG,38.88
2020-05-16,ZG,37.63
2020-05-17,ZG,40.39
2020-05-18,ZG,37.67
2020-05-19,ZG,39.65
2020-05-20,ZG,46.19
2020-05-21,ZG,50.3
2020-05-22,ZG,45.59
2020-05-23,ZG,32.5
2020-05-24,ZG,35.41
2020-05-25,ZG,36.97
2020-05-26,ZG,39.31
2020-05-27,ZG,40.87
2020-05-28,ZG,39.1
2020-05-29,ZG,46.06
2020-05-30,ZG,45.44
2020-05-31,ZG,45.13
2020-06-01,ZG,42.21
2020-02-01,ZH,41.34
2020-02-02,ZH,29.2
2020-02-03,ZH,38.43
2020-02-04,ZH,39.95
2020-02-05,ZH,41.47
2020-02-06,ZH,44.79
2020-02-07,ZH,49.92
2020-02-08,ZH,47.97
2020-02-09,ZH,39
2020-02-10,ZH,35.39
2020-02-11,ZH,40.58
2020-02-12,ZH,43.66
2020-02-13,ZH,44.74
2020-02-14,ZH,49.35
2020-02-15,ZH,49.09
2020-02-16,ZH,36.32
2020-02-17,ZH,40.19
2020-02-18,ZH,43.9
2020-02-19,ZH,43.05
2020-02-20,ZH,47.2
2020-02-21,ZH,49.58
2020-02-22,ZH,46.8
2020-02-23,ZH,32.19
2020-02-24,ZH,41.95
2020-02-25,ZH,41.97
2020-02-26,ZH,41.07
2020-02-27,ZH,42.39
2020-02-28,ZH,47.58
2020-02-29,ZH,39.42
2020-03-01,ZH,33.7
2020-03-02,ZH,38.09
2020-03-03,ZH,40.18
2020-03-04,ZH,41.62
2020-03-05,ZH,40.23
2020-03-06,ZH,44.28
2020-03-07,ZH,37.46
2020-03-08,ZH,34.97
2020-03-09,ZH,37.36
2020-03-10,ZH,37.84
2020-03-11,ZH,40.15
2020-03-12,ZH,39.84
2020-03-13,ZH,41.15
2020-03-14,ZH,30.59
2020-03-15,ZH,28.88
2020-03-16,ZH,31.84
2020-03-17,ZH,26.18
2020-03-18,ZH,26.36
2020-03-19,ZH,25.75
2020-03-20,ZH,25.05
2020-03-21,ZH,15.63
2020-03-22,ZH,12.76
2020-03-23,ZH,20.93
2020-03-24,ZH,21.13
2020-03-25,ZH,21.18
2020-03-26,ZH,21.08
2020-03-27,ZH,23.53
2020-03-28,ZH,22.01
2020-03-29,ZH,10.93
2020-03-30,ZH,19.12
2020-03-31,ZH,21.9
2020-04-01,ZH,23.08
2020-04-02,ZH,23.35
2020-04-03,ZH,24.49
2020-04-04,ZH,20.92
2020-04-05,ZH,18.58
2020-04-06,ZH,22.7
2020-04-07,ZH,19.94
2020-04-08,ZH,26.28
2020-04-09,ZH,27.36
2020-04-10,ZH,21.39
2020-04-11,ZH,23.86
2020-04-12,ZH,20.66
2020-04-13,ZH,18.74
2020-04-14,ZH,23.44
2020-04-15,ZH,25.7
2020-04-16,ZH,24.97
2020-04-17,ZH,28.74
2020-04-18,ZH,25.1
2020-04-19,ZH,21.55
2020-04-20,ZH,24.69
2020-04-21,ZH,24.96
2020-04-22,ZH,24.19
2020-04-23,ZH,29.71
2020-04-24,ZH,30.53
2020-04-25,ZH,26.72
2020-04-26,ZH,21.13
2020-04-27,ZH,27.98
2020-04-28,ZH,25.03
2020-04-29,ZH,28.88
2020-04-30,ZH,29.32
2020-05-01,ZH,23.55
2020-05-02,ZH,23.7
2020-05-03,ZH,26.53
2020-05-04,ZH,29.52
2020-05-05,ZH,27.09
2020-05-06,ZH,34.15
2020-05-07,ZH,36.17
2020-05-08,ZH,37.67
2020-05-09,ZH,33.17
2020-05-10,ZH,29.83
2020-05-11,ZH,28.38
2020-05-12,ZH,31.76
2020-05-13,ZH,25.55
2020-05-14,ZH,29.86
2020-05-15,ZH,36.83
2020-05-16,ZH,34.45
2020-05-17,ZH,35.89
2020-05-18,ZH,37.16
2020-05-19,ZH,39.05
2020-05-20,ZH,46.97
2020-05-21,ZH,47.45
2020-05-22,ZH,43.93
2020-05-23,ZH,30.76
2020-05-24,ZH,34.81
2020-05-25,ZH,38.24
2020-05-26,ZH,40.13
2020-05-27,ZH,39.76
2020-05-28,ZH,38.29
2020-05-29,ZH,45.68
2020-05-30,ZH,42.49
2020-05-31,ZH,42.65
2020-06-01,ZH,40.07
