,Solothurn,Basel-Landschaft,Schwyz,Aargau,Ticino,Schaffhausen,Uri,Freiburg,Luzern,Geneve,Zug,Jura,Obwalden,Thurgau,Glarus,Basel-Stadt,Appenzell-Ausserrhoden,Nidwalden,Zurich,Appenzell-Innerrhoden,Neuchatel,Bern,Graubunden,Sankt-Gallen,Waadt,Wallis
2019-02-04 07:00:00,95226,92817,50340,164618,68738,15839,7615,76170,99206,111899,50551,14122,7881,66848,13725,72748,15356,16099,352931,2650.0,42299,241040,39736,139684,210430,65301
2019-02-04 08:00:00,65045,67744,39282,117044,58159,11833,6779,50560,67437,116872,41513,8822,5895,43159,11320,64874,9137,11932,278488,1724.0,28761,174057,35449,96674,165804,51993
2019-02-04 09:00:00,53466,51478,32830,94580,49500,10326,7042,42944,56243,85895,28437,7861,5467,37681,9735,43984,7508,10826,206846,1655.0,22629,152302,42890,86022,129555,61620
2019-02-04 10:00:00,51793,49634,32380,90782,49549,10342,7696,43569,55679,75411,24616,7963,5152,37175,10191,40990,8415,10159,199465,2090.0,23284,152658,49874,88330,128291,68461
2019-02-04 11:00:00,58233,56871,34865,102638,55059,11495,8093,51835,66485,91381,27956,10608,6163,42140,10583,48812,9608,11632,235739,2347.0,28497,175217,52951,101625,146328,75196
2019-02-04 12:00:00,61495,60102,34343,110405,56468,12322,7731,52366,68311,101944,30047,11567,5972,44912,9996,54981,10088,11045,256483,2474.0,29940,186146,49373,104675,151433,69865
2019-02-04 13:00:00,64814,64314,38576,116436,66031,13654,8361,59169,72738,108856,31513,12786,6450,49438,10220,55075,11602,12337,253744,2944.0,34192,197353,53644,111788,164597,75761
2019-02-04 14:00:00,61688,58972,35477,108366,54444,12100,7820,49621,65013,89204,27509,9313,5849,43768,10023,47994,10515,11370,225917,2829.0,27467,179599,52519,101103,146907,71065
2019-02-04 15:00:00,69603,67251,39860,122898,60800,12915,8586,58178,74545,96625,31128,11428,7227,48699,11382,53768,11447,13338,256919,2950.0,31899,204396,55914,110475,169852,75390
2019-02-04 16:00:00,94602,88217,50981,167590,72402,17107,9825,76933,105028,118108,43515,16524,8573,66574,14629,69189,14886,17669,344635,3379.0,45053,274328,55591,145297,218598,86116
2019-02-04 17:00:00,102184,91926,55218,185413,68460,18560,9246,81863,111879,123817,51512,15638,9549,78440,16658,75716,17295,19227,381180,3387.0,45154,276754,50008,159455,222201,76920
2019-02-04 18:00:00,67978,66638,40535,128439,53191,13015,6360,55370,73908,109803,37627,10424,5646,53225,11357,57143,11868,12081,277018,2411.0,30508,175085,32483,107571,163123,53105
2019-02-04 19:00:00,40189,41144,24714,76063,32058,8197,4115,34002,44475,68056,20902,5914,3441,31983,6570,35448,7144,6972,174562,1472.0,17387,109582,19743,64858,99877,31183
2019-02-04 20:00:00,26937,24898,15760,48270,21351,5104,2776,21130,28433,41123,12559,3741,2081,20765,4236,21881,4497,4091,117174,895.0,11208,70765,12861,42383,61578,20717
2019-02-04 21:00:00,21545,21065,11864,37856,15319,3593,2154,15436,24932,30442,9908,2762,1707,16026,2948,17813,3564,3365,90711,669.0,8004,56887,9487,33626,45314,15668
2019-02-04 22:00:00,16405,14547,8124,28220,10635,2677,1352,11244,17094,23417,7157,2075,1125,11691,2232,12286,2484,2432,62999,540.0,5943,39875,6784,23362,33230,10388
2019-02-04 23:00:00,7048,6176,3419,12608,5228,1256,716,4739,6775,11506,2798,841,487,5247,842,5392,1123,1027,27140,249.0,2532,16886,2801,10150,15204,4477
2019-02-05 00:00:00,5017,3723,2068,8477,3872,778,513,3085,4449,7823,1731,566,223,3024,498,3326,552,649,19203,88.0,1487,10929,1803,6193,10551,2696
2019-02-05 01:00:00,2217,1401,1059,3801,1578,303,374,1613,1844,3054,765,198,147,1390,271,1415,248,313,7236,46.0,730,4726,912,2718,4521,1386
2019-02-05 02:00:00,2164,1388,948,3240,1141,290,344,1336,1637,2469,612,253,110,1288,281,1113,265,202,5961,39.0,599,4224,877,2560,3875,1341
2019-02-05 03:00:00,2740,1966,1225,4748,1469,366,364,1888,2481,2327,883,380,109,1665,387,1255,302,327,7525,67.0,762,5701,1113,3591,4598,1688
2019-02-05 04:00:00,7321,5004,2963,13476,2716,1182,640,4291,7385,4674,2192,1083,436,5200,838,3125,1185,941,18317,231.0,2174,13886,1891,10008,9113,3458
2019-02-05 05:00:00,27820,20621,12631,52765,10648,5098,2205,16782,27962,15828,9751,3693,2007,20353,3739,12697,3640,3995,85374,664.0,8135,60016,6562,34798,35001,11021
2019-02-05 06:00:00,84173,67671,40496,149131,38341,13353,6584,59162,86207,52245,34323,11737,6879,61074,11400,42337,13204,13493,260643,2410.0,28601,202356,25320,114723,130881,39305
2019-02-05 07:00:00,99756,97781,53906,174985,70653,16942,7881,80064,103646,116327,51718,14609,8676,70091,14511,77526,16435,17693,374062,2932.0,43636,257898,42824,147461,219558,67076
2019-02-05 08:00:00,69057,71031,41499,123697,60123,12475,7771,51411,72531,123132,42480,9389,7118,44478,12027,67980,9633,14568,289243,2044.0,30701,188696,38616,103176,170899,53453
2019-02-05 09:00:00,55299,54517,35167,98817,52104,11061,7719,45580,60702,88639,28546,8635,6186,40240,10070,46957,8784,12193,213884,2153.0,24922,163970,46885,91547,132786,61384
2019-02-05 10:00:00,52943,52092,34238,95487,51251,10999,8392,45582,60657,77883,25119,8772,6050,39281,10134,42140,9073,11502,206153,2553.0,24759,161571,52579,91739,132330,69233
2019-02-05 11:00:00,59952,60219,36824,107433,56912,12176,8578,54413,71415,92531,28651,11191,6392,44156,9861,51144,10374,12520,249315,2823.0,30658,186804,55171,105342,153674,75849
2019-02-05 12:00:00,60168,57922,34264,107380,54073,11439,7947,50483,67902,96709,28910,11241,5844,43353,9429,52066,10099,11107,248972,2526.0,29099,183762,47168,100506,145808,67101
2019-02-05 13:00:00,63374,62441,37421,112443,63061,12134,8683,58726,72488,103181,29741,12672,6558,47681,10041,52815,11839,12233,246046,3044.0,32704,193167,52034,108420,158444,72793
2019-02-05 14:00:00,60070,56760,36028,105403,52242,10940,8070,48830,64694,85137,27188,9779,6171,42403,9959,45219,11109,11766,215494,3143.0,26868,177498,53049,96958,141655,68102
2019-02-05 15:00:00,69508,65755,41040,120026,57629,12229,9221,57905,74349,91480,31159,11275,7394,48053,11755,51423,11623,13739,248934,3079.0,31443,205420,56639,108979,164083,75045
2019-02-05 16:00:00,95637,86362,51299,166073,69270,16263,10446,76555,102982,111598,43547,16403,9497,66019,15357,67070,15571,18210,333429,3609.0,43483,275304,56118,145085,211472,85034
2019-02-05 17:00:00,106972,95469,58496,190721,68939,19090,9705,84316,114851,125444,52086,16291,10540,79906,17931,78891,18017,19203,392179,3609.0,46577,291023,51411,165851,225987,77729
2019-02-05 18:00:00,76428,72639,44493,140215,57306,14310,7073,61074,84368,117195,41524,11408,7978,58410,12140,64247,13242,15809,300252,2510.0,34363,194189,35031,115454,178695,57581
2019-02-05 19:00:00,45864,45652,29251,87912,36174,9590,4663,39022,51921,78481,23879,6517,4067,37580,7337,40838,8085,8695,196767,1672.0,19816,124350,21627,73728,113711,35485
2019-02-05 20:00:00,29833,28306,18012,55249,24081,5637,2979,24231,32485,48866,14573,4391,2235,23021,4493,26213,5130,4763,133235,989.0,12925,79263,14464,46727,70761,24609
2019-02-05 21:00:00,24466,23397,13957,44745,18016,4567,2342,18752,28323,37958,11947,3418,1895,18185,3432,20811,4161,3983,107053,898.0,9907,67119,11606,37557,55221,18406
2019-02-05 22:00:00,18643,17527,10142,33633,13769,3150,1455,13975,20572,30293,8564,2593,1573,13816,2635,15832,3182,3160,79894,628.0,7346,49394,8502,28119,42946,12997
2019-02-05 23:00:00,9305,8230,4693,16851,6494,1505,738,6422,9254,15900,4086,1017,644,6290,1064,7246,1404,1417,35394,265.0,3127,20963,3597,12453,20401,6102
2019-02-06 00:00:00,5733,4355,2410,9836,4573,857,510,3390,5101,9498,1849,560,253,3330,608,4184,626,672,22207,102.0,1714,13479,2092,6874,11821,3232
2019-02-06 01:00:00,2415,1684,1068,3843,1752,382,329,1562,2060,3289,742,239,143,1496,252,1631,254,322,7341,54.0,746,6076,1030,2978,4477,1522
2019-02-06 02:00:00,2063,1406,867,3294,1276,307,351,1291,1609,2232,599,233,67,1227,236,1072,273,225,5624,59.0,568,3906,863,2590,3857,1238
2019-02-06 03:00:00,2768,1953,1208,4417,1472,420,407,1773,2539,2318,875,302,142,1658,381,1286,302,368,7791,61.0,844,5444,1017,3594,4491,1480
2019-02-06 04:00:00,7304,4948,2831,13288,2665,1234,608,4262,7376,4811,2139,1078,476,5269,807,3085,1082,992,18015,209.0,2085,13860,1939,9505,9311,3462
2019-02-06 05:00:00,27799,20383,12174,51467,10699,5292,2244,16347,26910,15654,9298,3638,1925,19566,3665,12118,3452,3945,82619,651.0,8157,58468,6281,33706,34229,10756
2019-02-06 06:00:00,81010,66935,39743,144732,37392,13278,6879,56913,84541,50887,33679,11567,6915,59777,11213,41903,12688,13169,254793,2213.0,27779,197441,25281,112236,126570,38196
2019-02-06 07:00:00,98463,97858,53529,171481,70338,16431,10067,77343,104678,109177,51209,14412,8754,70151,14812,77131,15763,18579,362570,2815.0,42397,252037,42768,145222,211089,65773
2019-02-06 08:00:00,68930,70721,42491,122185,60203,12111,10042,52074,71577,115522,41834,9630,6926,44988,11694,67559,9850,14407,284410,2044.0,29687,185999,40196,103297,167959,53518
2019-02-06 09:00:00,55979,54285,37426,100208,51437,11002,11521,45269,61101,87807,29968,8920,6267,40030,11016,45947,9289,12275,216540,2164.0,24657,164719,49229,95104,135166,63147
2019-02-06 10:00:00,54880,52916,36396,96408,51957,10787,11044,46141,61393,79441,25952,9180,6505,39276,10656,43083,9595,12289,207212,2652.0,24939,163541,55266,94705,134890,69235
2019-02-06 11:00:00,62453,62639,40420,109288,59919,12054,10885,57561,74351,97799,29609,12608,7331,46194,10951,53332,11603,13824,255339,3224.0,32691,192557,58488,110108,160716,82063
2019-02-06 12:00:00,66215,66512,39618,116390,59532,12803,10527,56849,75444,107279,31728,12532,7124,47480,10795,59149,11803,12723,272449,3099.0,32739,198101,53702,111325,167574,74285
2019-02-06 13:00:00,70359,69600,43803,121104,67472,13505,10977,63390,80987,109913,33240,14352,7669,51920,11409,58248,14396,14116,268804,3995.0,36162,210879,57817,120998,172051,79349
2019-02-06 14:00:00,65882,65792,41438,113481,59793,11852,10151,54761,72671,95993,29518,11715,7160,46689,11203,51867,13280,13253,239514,4033.0,30723,192760,58613,109735,160308,77524
2019-02-06 15:00:00,74514,71429,47351,128741,63538,13065,12466,61673,83085,96626,34766,12485,8323,52392,13765,56530,14245,15950,266680,3951.0,32918,218741,63462,121419,171335,81514
2019-02-06 16:00:00,100337,92001,59204,175394,74117,17598,13468,82051,112440,113873,46380,17955,10468,70508,17520,71875,17272,20544,353321,4298.0,46266,292017,61891,158128,219690,88568
2019-02-06 17:00:00,108386,98929,64103,199218,73630,19925,13053,87157,122435,126108,55819,17345,10525,82572,19161,81941,19416,21665,406479,3923.0,47194,298634,54815,175309,232948,82505
2019-02-06 18:00:00,75854,71894,45086,138343,55937,13879,7590,59451,81935,110793,40012,11761,6347,58972,12336,61302,12797,14274,292511,2692.0,32784,191181,35150,119241,172989,56582
2019-02-06 19:00:00,45858,45655,27728,84591,34876,9075,4591,37160,49627,72146,22872,6860,4188,36343,7354,38933,7996,8175,187891,1578.0,19514,120205,22330,72471,107203,34098
2019-02-06 20:00:00,30872,28202,18335,55917,22524,5610,3133,23044,33177,44071,14301,4535,2241,22151,4953,24024,4621,4979,128208,1015.0,12031,78426,14887,46672,65269,23300
2019-02-06 21:00:00,24261,22866,13778,44293,17647,4531,2399,18539,27736,34041,11441,3457,1797,18059,3797,19372,3957,4036,103728,725.0,9475,66190,11669,37812,52184,18394
2019-02-06 22:00:00,19265,17852,10274,33849,14029,3041,1522,14705,20393,29707,8831,2715,1431,16180,2629,15367,4285,2872,80170,718.0,7668,51429,8965,34639,44649,13008
2019-02-06 23:00:00,9780,7843,5385,17707,6807,1825,836,7493,9582,16003,4435,1182,634,7413,1240,7108,1594,1555,37396,277.0,3443,23202,4155,14031,23000,6319
2019-02-07 00:00:00,5868,4329,2757,10193,4659,972,755,3822,5277,11357,2015,678,325,3736,751,4091,708,727,24501,120.0,1871,13912,2301,7782,13620,3641
2019-02-07 01:00:00,2556,1690,1103,4377,1820,308,305,1650,2119,4107,928,284,155,1610,354,1586,258,370,7534,35.0,750,5213,1145,3117,4949,1604
2019-02-07 02:00:00,2047,1362,946,3665,1232,324,317,1220,1806,2762,684,222,86,1309,202,1103,240,231,6338,50.0,596,4052,1091,2615,3993,1400
2019-02-07 03:00:00,2850,2055,1168,4722,1469,436,328,1761,2466,2639,854,351,120,1693,315,1342,266,311,7695,67.0,839,5762,1169,3412,4707,1585
2019-02-07 04:00:00,7297,5214,2826,13505,2614,1218,635,4338,7099,5265,2085,1067,415,5258,755,3422,1086,864,17911,204.0,2188,14360,2023,9752,9622,3299
2019-02-07 05:00:00,27583,20430,12188,51515,10578,5005,2247,16612,27149,15720,9245,3668,2019,19758,3572,12075,3539,3985,82209,725.0,7857,57851,6186,34044,35650,11041
2019-02-07 06:00:00,81267,66980,39617,145041,37775,13272,6568,57431,84955,52279,33564,11687,6775,59195,10982,41807,13035,13187,253750,2360.0,28292,198199,25149,111965,128391,39026
2019-02-07 07:00:00,98297,96532,52354,170846,69820,16397,7776,77643,101800,114092,51116,15012,8127,70169,13851,76212,15937,16321,366142,2961.0,43367,248801,40862,142612,216277,66142
2019-02-07 08:00:00,68222,70388,39256,122164,59838,12447,6216,51491,71146,120717,42224,9419,5779,45744,10744,67094,9624,11866,288317,1935.0,29957,179314,35389,98295,171310,51469
2019-02-07 09:00:00,55286,54483,31742,100500,51477,11124,6506,44281,58955,88870,27748,8726,5048,40323,9344,46465,8569,9778,216224,1891.0,24075,155302,42141,88279,131644,55303
2019-02-07 10:00:00,53322,52416,31646,96812,50918,11092,6960,44568,58781,78730,24966,8306,4954,39716,9208,42938,8597,9755,207956,1884.0,23535,153458,45942,88194,129744,61775
2019-02-07 11:00:00,61589,60979,34488,109640,56951,12476,7625,53448,70393,95883,29602,10911,6036,45405,9843,51730,9880,11319,254194,2234.0,29729,179757,49823,103997,150642,70636
2019-02-07 12:00:00,63954,62158,34281,114534,56971,12278,7801,52138,70847,102050,30964,11080,5834,46282,9916,56743,9667,10857,266471,2008.0,29624,186280,46604,104637,151563,64691
2019-02-07 13:00:00,67952,64944,37822,121582,65774,13597,8028,58719,77587,108445,32494,12446,6342,51313,11026,55790,11539,12487,262277,2571.0,33090,195221,51607,114144,162583,71036
2019-02-07 14:00:00,63160,59168,34914,112121,54466,12145,7443,47718,67472,89990,28329,9065,5596,44114,10602,48527,9902,11276,225913,2267.0,26749,172683,48177,99249,142118,64075
2019-02-07 15:00:00,72423,66772,38968,126172,60617,13039,8203,57389,75053,95861,31452,11087,6265,50268,11784,54068,10445,12348,257713,2210.0,30858,197138,50613,108481,165025,68919
2019-02-07 16:00:00,98413,88268,51132,171168,71378,16980,9962,76534,104506,116941,44220,16815,8771,66509,15144,70048,14477,17358,342465,2736.0,43585,269159,52718,143838,212385,82431
2019-02-07 17:00:00,109078,97419,58474,194309,73641,19879,9958,84978,117574,132946,53724,17084,9527,80542,17418,81117,17996,18916,401235,3427.0,46898,290943,52892,165922,230065,78828
2019-02-07 18:00:00,77076,71969,43790,142872,59007,14468,7115,60681,82645,116203,40703,11667,6280,57829,12053,63674,13059,12971,301267,2588.0,34302,194294,37688,116990,176244,56963
2019-02-07 19:00:00,46107,44608,27787,84133,38642,9321,4858,38186,49923,78503,22705,7110,3930,36123,8065,38843,7894,7893,190068,1649.0,20266,120218,23651,73131,109299,34549
2019-02-07 20:00:00,31507,28026,17546,54833,25630,5877,3279,24384,32760,48343,14396,4633,2227,22757,5176,24734,5005,4895,127864,865.0,12803,80169,16471,48297,68963,23919
2019-02-07 21:00:00,26216,23447,14582,45711,19177,4800,2305,19466,28659,37481,12095,3493,1848,18747,3977,20322,4249,4301,108488,793.0,9715,70014,12818,40226,56562,20441
2019-02-07 22:00:00,20969,19568,10925,36361,14829,3678,1744,16909,22452,33476,9443,2981,1551,14908,2892,17580,3536,3209,93533,648.0,9053,55435,10709,30938,47068,14419
2019-02-07 23:00:00,11165,9491,5951,20849,8154,1799,922,7908,11445,20489,5588,1352,791,8084,1352,8341,1724,1745,45220,310.0,4188,26385,5214,15148,26340,7177
2019-02-08 00:00:00,7700,5730,3593,12827,6185,1158,679,5316,7559,14388,3034,981,397,4587,948,5463,855,1022,32148,139.0,2409,18641,3433,10060,18257,4555
2019-02-08 01:00:00,2949,1934,1276,4470,2735,409,461,1847,2612,5252,1073,331,173,1653,326,2039,315,436,9579,69.0,1046,6202,1374,3722,6161,1787
2019-02-08 02:00:00,2228,1625,1101,3645,1773,327,594,1543,2220,3402,828,222,178,1468,286,1444,286,409,7698,62.0,710,4541,1176,3104,4883,1474
2019-02-08 03:00:00,3051,2156,1424,5162,1873,477,483,1996,2831,3057,1044,375,294,1845,397,1673,404,504,9320,123.0,958,6689,1215,3993,5525,1899
2019-02-08 04:00:00,7447,5308,3078,13320,3046,1248,925,4682,7200,6125,2260,1144,530,5452,766,3676,1121,1113,20003,201.0,2278,14321,2184,10021,10877,3849
2019-02-08 05:00:00,25781,19633,11518,47874,10493,4643,2238,15373,25128,16074,8655,3600,1850,18150,3440,11545,3361,3700,77717,605.0,7660,55177,6129,32044,32810,10673
2019-02-08 06:00:00,72623,61612,36295,131262,36563,12308,6141,52403,77776,49169,30450,11081,6446,54721,10114,38763,11875,12124,231371,2136.0,26154,178009,23528,103433,118623,36893
2019-02-08 07:00:00,86905,89141,50509,154384,67806,15046,7494,74033,96715,108700,45587,14200,7894,65960,13932,69672,14899,15799,333677,2685.0,40440,229441,39737,137499,204348,64988
2019-02-08 08:00:00,62808,67269,39810,116378,58801,11907,6982,51181,72685,117813,40122,9381,6375,45153,11963,61784,9634,12589,276327,1939.0,29504,174890,38033,102285,168703,55264
2019-02-08 09:00:00,56837,56373,36124,103628,52283,11403,7452,46589,63654,90564,28880,8771,5923,42360,10902,46056,8860,11301,223431,1933.0,24950,162282,47674,96999,139147,65089
2019-02-08 10:00:00,56576,56047,36232,102576,53927,12018,8416,47942,64680,83182,26987,9133,6041,41848,11811,45654,9310,11767,221374,2189.0,25434,167974,56137,99639,140452,72650
2019-02-08 11:00:00,64452,64086,40589,116013,58701,13232,8975,58005,76936,102066,30927,11882,7037,48532,13258,54639,10931,12995,265044,2499.0,32303,195026,59672,117015,162988,79866
2019-02-08 12:00:00,69368,67346,40682,125626,59557,13366,8830,56068,79044,108924,33445,11851,6733,49789,12638,60119,11129,12575,287504,2521.0,31343,203121,56818,119019,162827,73041
2019-02-08 13:00:00,75541,71533,46245,135184,68519,15031,9690,65275,85016,114085,36015,13398,7584,56927,14851,61554,13364,14448,289633,3136.0,35643,217046,61672,132953,175339,80263
2019-02-08 14:00:00,74004,68904,46297,133070,60402,14201,9963,59628,80768,98162,34525,11233,7545,53126,16062,56008,12490,14230,268771,3020.0,30866,207280,63943,126592,171066,80512
2019-02-08 15:00:00,84520,79010,54457,153816,68322,15686,11443,70553,94137,105953,41075,13881,9168,63010,18234,60950,14114,17068,315798,3224.0,38053,242056,70569,144289,200976,88632
2019-02-08 16:00:00,96347,85643,59304,172467,69691,18285,11594,78719,106563,115289,46310,16995,9533,71715,21334,68370,16419,19242,340688,3705.0,43829,267410,64777,163621,217726,90039
2019-02-08 17:00:00,95827,87432,62340,177736,66983,18910,11295,77704,109182,123604,50966,15158,9649,76651,22487,72283,17321,19325,365369,3427.0,42078,265232,60796,169030,217761,84487
2019-02-08 18:00:00,76572,70047,51489,138537,57857,14891,10433,65384,84651,108857,39302,12195,7525,61318,18982,59294,13789,14762,289322,3004.0,33869,207655,49478,136076,183350,71330
2019-02-08 19:00:00,50224,45022,37673,91875,40846,10462,7440,46092,58148,79866,24869,8458,4802,40916,15408,40421,8926,9630,197903,1922.0,22479,143134,38103,96419,130582,53428
2019-02-08 20:00:00,35154,29631,23636,60645,26754,6671,5637,27596,36721,48760,15035,5013,2724,26147,10342,27295,5494,6070,132700,983.0,13019,91523,28863,64135,85767,37529
2019-02-08 21:00:00,28518,24734,16953,48914,21984,5386,3483,22556,30980,38409,11661,3874,2210,21148,6184,22999,4620,4632,107986,862.0,10611,78298,22432,49690,65087,30445
2019-02-08 22:00:00,26304,22706,14628,44699,22134,4735,2512,23143,28611,39079,10703,4039,2313,19762,4666,20804,4445,4296,107679,852.0,10729,80473,18807,44980,59769,23713
2019-02-08 23:00:00,19934,16790,11369,34943,13204,3300,1917,16869,21558,27069,8560,2875,1638,15642,3227,14975,3383,3774,72385,625.0,7713,51432,10087,31061,43465,14793
2019-02-09 00:00:00,15578,12997,7764,27719,12292,2699,1362,13519,18558,24855,6352,2767,1105,11188,2035,12892,2369,2373,64044,383.0,6875,42676,7527,23906,38618,11393
2019-02-09 01:00:00,7423,6151,3190,12038,5644,1309,852,5689,7436,12449,2727,1400,487,5560,935,6199,1198,1054,25922,200.0,2786,18023,3577,11035,15800,5191
2019-02-09 02:00:00,4520,3949,2255,7683,3534,924,591,4063,5203,7731,1820,557,263,3724,528,4245,869,606,17225,123.0,1926,13086,2289,7199,10713,3642
2019-02-09 03:00:00,3791,3364,1767,6122,2947,568,594,3297,3784,6128,1419,502,191,2750,414,3166,580,558,14270,127.0,1285,10623,2147,5744,8609,2501
2019-02-09 04:00:00,4840,4045,2025,7721,2660,808,615,3356,4223,7534,1610,714,237,3195,570,3586,637,616,15876,100.0,1548,10902,2295,6771,9558,3104
2019-02-09 05:00:00,8778,7052,4225,14205,4360,1630,1227,5717,7550,9687,2993,1113,553,5879,1445,5545,1091,1314,27761,242.0,2651,19388,3650,11686,13533,4755
2019-02-09 06:00:00,17608,13153,11469,28365,9373,2852,2711,11482,16748,13322,6767,2622,1611,13131,4261,9097,2874,3104,50746,610.0,5318,42407,9311,28820,26500,11291
2019-02-09 07:00:00,31879,21368,25770,50601,19339,4498,6132,23541,36204,23520,14072,3700,4753,22094,12095,13990,5031,8357,88309,1193.0,9266,81096,25151,63195,56164,26717
2019-02-09 08:00:00,45477,36297,36850,77015,32429,7350,9269,36698,53264,41404,21145,6158,7356,32102,16417,25116,7404,13547,136923,1700.0,15391,121610,51840,90847,90897,51861
2019-02-09 09:00:00,57240,49928,43559,101209,44997,11128,10828,49886,67064,57608,26447,8861,8033,44097,18272,36501,9827,14171,183516,2424.0,22812,166264,73766,114571,121634,77824
2019-02-09 10:00:00,69883,60370,51538,122075,54405,13567,12499,60565,77121,71183,30370,11005,8827,53357,22357,44625,11835,16157,223204,2957.0,29298,202780,89864,138886,153013,97594
2019-02-09 11:00:00,74135,65442,53766,132000,55839,14498,12157,65221,83833,81581,33297,11924,9221,57544,23921,49550,12602,16994,246274,3480.0,31696,217600,88765,147240,166677,100658
2019-02-09 12:00:00,70282,62689,53606,129396,50323,14513,10359,56951,78400,80954,31891,9758,8465,55046,21671,50621,11516,15678,249115,3151.0,27850,202868,79122,136941,151594,89343
2019-02-09 13:00:00,71016,64746,52734,131979,51653,14557,11185,59897,83713,80929,31910,10802,8642,56990,21793,54091,13051,15924,251665,3783.0,28224,208350,80319,140419,152951,88716
2019-02-09 14:00:00,72199,65985,53649,135803,57542,15051,11877,61936,88257,86282,34148,12047,9252,57660,19434,55836,12754,17298,253466,3551.0,31405,220985,88352,140076,164568,98028
2019-02-09 15:00:00,71111,65393,52395,134304,57974,14627,12429,60362,84981,87035,32865,11608,9700,56601,18935,54800,12211,17984,252155,3452.0,31498,217834,89482,134879,167940,98161
2019-02-09 16:00:00,71593,65583,53020,135971,55872,13470,11597,57581,83093,84236,34576,11897,9327,55487,18811,52744,12487,18690,257740,3191.0,31530,213720,74584,132000,167320,87563
2019-02-09 17:00:00,70735,68095,45641,129276,48909,12785,8149,51642,72410,80862,31433,10382,7369,54386,16836,51805,11478,15873,242744,2550.0,29506,184978,52493,115575,156909,68792
2019-02-09 18:00:00,54653,58540,35981,100554,41102,10190,7078,46526,56962,71812,24733,9320,5020,41967,12631,44004,8729,10778,194856,1868.0,24438,140261,35045,89556,130630,51170
2019-02-09 19:00:00,36526,33167,23217,70035,32250,7351,4296,33437,40836,58213,18198,7334,3437,28837,7463,27525,6447,6856,140505,1334.0,17589,96709,25213,63067,92753,37163
2019-02-09 20:00:00,29927,31126,17380,55316,22194,5788,3726,23031,31559,40375,12258,4279,2275,23111,5418,22304,4934,4826,112308,972.0,11143,73824,18752,49567,63083,26957
2019-02-09 21:00:00,28258,35714,15382,51377,19570,5453,2775,21019,29576,32971,10933,3919,2042,20620,4787,27200,4371,4305,102619,958.0,9964,72680,16086,43955,55566,22379
2019-02-09 22:00:00,30692,26112,15398,53115,21917,5066,2879,22691,34374,34678,16193,4548,2181,20462,4275,22897,4408,4659,112109,847.0,11569,83839,15687,43940,58006,21116
2019-02-09 23:00:00,24388,20424,11914,44623,16524,3520,2432,19223,25900,28009,10963,3606,1822,17181,2974,17127,3637,4574,81864,664.0,9270,59115,11143,32986,49736,16015
2019-02-10 00:00:00,20203,16432,9688,36508,15766,3349,1731,15880,24552,28581,8294,3564,1401,14361,2542,15480,2863,2911,79587,399.0,8303,53354,8622,30448,46577,13438
2019-02-10 01:00:00,10187,8375,5027,17758,6958,1979,962,8385,13024,15746,3912,2376,820,8599,1264,8165,1859,1492,34057,284.0,4342,23484,5423,18033,23278,10491
2019-02-10 02:00:00,6378,5371,3579,11765,4820,1580,980,5945,11054,9952,3008,1303,734,5207,936,5412,1298,1242,24419,344.0,2894,16484,4003,12015,16070,6922
2019-02-10 03:00:00,4811,3969,2621,8750,3803,882,996,4393,9125,7150,2110,1075,500,3606,743,4118,855,1126,19979,229.0,1938,14490,3496,9238,11521,4287
2019-02-10 04:00:00,4119,3510,1936,7965,3420,913,674,3324,6430,7052,1919,843,242,3164,626,3742,560,631,18227,117.0,1558,10457,2220,7318,10235,4280
2019-02-10 05:00:00,4671,4016,2253,7864,3374,1010,721,3786,5177,8013,1729,785,290,3453,712,3668,614,707,19165,129.0,1632,11941,2227,7481,10941,3539
2019-02-10 06:00:00,7592,5867,4814,12087,5215,1375,1103,6566,8223,8868,3089,904,707,5914,1651,4841,1280,1333,25506,266.0,2766,20513,4705,12560,14479,5723
2019-02-10 07:00:00,10964,8000,9618,18102,8128,1605,2232,9573,11849,12354,5312,1427,1621,7964,3864,5766,1879,2744,37856,597.0,4103,29802,9593,21902,23270,10985
2019-02-10 08:00:00,18542,14817,17495,32528,14415,3338,3519,18034,22766,20053,9585,2565,3417,14244,6556,10135,3535,5760,65103,1043.0,6829,53246,20396,37924,40657,23193
2019-02-10 09:00:00,31087,28171,25110,56469,22899,5804,5181,28575,36897,32536,15309,4687,4616,24305,9148,19928,5907,7992,105035,1636.0,11491,91484,38634,59933,67008,41778
2019-02-10 10:00:00,42630,36598,32307,72325,30255,7811,6749,37455,47068,44901,19381,6274,5469,31511,12743,27177,7993,10051,136275,2234.0,15496,120352,54331,81189,92145,60633
2019-02-10 11:00:00,48822,42859,38882,85243,35096,9754,7834,48505,54418,54617,22592,8943,6419,38098,15868,32397,10097,12107,161994,2942.0,20850,145635,61742,98915,115070,70377
2019-02-10 12:00:00,47631,44554,39288,83826,28903,9385,7648,41620,52991,55367,22193,6220,5632,39600,16669,34854,9748,11449,163468,2915.0,17804,138166,58234,100966,106335,62224
2019-02-10 13:00:00,51437,46379,44633,95093,29352,10231,8772,42718,63772,50408,25940,6215,6772,43869,17885,37008,12293,12800,183580,3187.0,15456,152702,62840,117110,102504,63238
