,Thurgau,Glarus,Zug,Jura,Obwalden,Appenzell-Ausserrhoden,Nidwalden,Zurich,Waadt,Basel-Stadt,Wallis,Neuchatel,Appenzell-Innerrhoden,Solothurn,Aargau,Schwyz,Uri,Schaffhausen,Ticino,Basel-Landschaft,Geneve,Luzern,Freiburg,Bern,Graubunden,Sankt-Gallen
2020-01-21 05:00:00,21129,3912,10172,3570,1967,3696,3931,88988,32691,12264,10109,8228,592.0,28143,55557,12206,2050,5488,11276,20987,15795,28532,16570,61089,8488,35558
2020-01-21 06:00:00,61246,11193,37102,12195,6660,13352,13161,274576,120744,43719,34828,28769,2311.0,86313,157188,40270,6453,14823,38367,68474,53755,86947,60206,209110,30585,115186
2020-01-21 07:00:00,70116,14033,53588,14993,7583,16108,16139,388688,202357,77819,58082,44935,2917.0,106144,188394,52146,7611,19368,69036,96629,116016,103758,80365,266364,48010,146812
2020-01-21 08:00:00,46491,10552,46672,9363,6187,9875,12291,303561,162136,70756,44378,31673,1854.0,71224,131519,39380,6655,14448,58332,72037,122435,71583,51667,189208,42098,98776
2020-01-21 09:00:00,40582,10052,30359,8459,5017,8756,9923,225937,127074,47159,45601,24663,1662.0,55927,102858,32716,6241,11966,49820,54425,86725,59945,44290,156933,42314,85174
2020-01-21 10:00:00,39916,9145,25895,8496,5094,8792,10012,213686,123084,43189,49089,24862,1855.0,53047,97851,31403,6316,12056,48579,51913,77913,58629,43811,153881,46112,85695
2020-01-21 11:00:00,45485,9200,30506,11355,5542,10208,11108,257930,144071,52165,56766,30554,2177.0,62383,113540,33517,6976,13603,55923,59168,94731,69056,53609,181756,50155,98529
2020-01-21 12:00:00,45938,9194,31637,11422,5287,10100,10391,277427,145597,56822,52166,30374,2009.0,64790,117425,33375,6825,13881,56425,60584,103033,69731,51818,189648,47749,102288
2020-01-21 13:00:00,51497,10446,34180,13170,6333,12415,12386,277362,159320,57514,59128,34657,2401.0,68763,124809,37851,7453,14567,64838,66438,111748,75984,59335,200353,52842,111452
2020-01-21 14:00:00,46714,10283,29676,9931,5833,10850,11162,243723,140709,50309,52402,28127,2427.0,63631,115819,35580,6716,13256,53613,60606,91099,68892,49939,180951,51561,100788
2020-01-21 15:00:00,53125,11874,34826,12008,6661,11838,12554,282974,164235,56654,58391,33660,2414.0,74354,134626,40495,8128,15047,61024,69481,99537,79082,59859,211897,53834,110504
2020-01-21 16:00:00,72305,14774,48909,18075,9014,15526,17553,374189,209437,72768,70656,47315,2808.0,104025,185315,52292,10190,20011,73656,91143,121806,108273,82190,290388,56681,149035
2020-01-21 17:00:00,83846,17207,57841,17436,8979,18812,18630,425856,219629,83656,68430,50036,3283.0,113840,210560,57845,9126,22847,71977,98691,135873,120930,89952,307370,56640,166588
2020-01-21 18:00:00,58699,11531,46089,11506,5979,12843,12839,314607,165150,66725,48195,35318,2492.0,78670,151260,42878,6324,16508,56561,73181,119023,83428,64246,201235,41460,113426
2020-01-21 19:00:00,36281,7176,27561,6333,3599,7771,7434,202896,104221,40156,29457,19958,1415.0,46030,90926,27021,3880,10662,35582,44975,76839,48953,39458,126534,28083,69409
2020-01-21 20:00:00,22868,4501,14673,4216,2126,4843,4479,135405,63295,26301,19526,12006,885.0,29614,59257,16667,2660,6485,22052,28341,46857,31702,26113,79365,20158,45276
2020-01-21 21:00:00,17964,3493,16134,3073,1626,4174,3556,110701,51567,21607,15178,9844,642.0,26102,47280,12868,2110,5327,16705,23327,35902,27938,20401,68865,16576,36524
2020-01-21 22:00:00,13748,2986,11801,2545,1449,3166,2960,81988,42664,16457,10406,9690,640.0,22339,38700,10927,1531,3847,16194,18748,28658,22814,15152,58827,13977,27692
2020-01-21 23:00:00,6372,1212,4241,1113,637,1606,1471,34630,18176,6858,4841,3311,265.0,9713,17423,4916,941,1643,6006,8050,15472,9192,6151,22787,6562,12527
2020-01-22 00:00:00,3186,711,2002,547,304,723,720,20699,10500,3727,2385,1653,97.0,5473,9126,2289,646,845,4198,3980,8842,5111,3110,12292,4699,7263
2020-01-22 01:00:00,1325,349,777,191,98,227,253,6704,3754,1586,1038,595,35.0,1984,3553,1068,257,311,1631,1616,3151,1820,1195,5081,1958,2862
2020-01-22 02:00:00,1189,250,574,172,67,275,184,5297,3236,956,926,566,57.0,1740,2940,849,343,233,1094,1265,2195,1470,1069,3655,1372,2396
2020-01-22 03:00:00,1587,366,731,279,102,323,225,6862,3945,1325,1200,642,75.0,2442,4203,999,277,327,1462,1897,2348,2284,1470,5018,1318,3159
2020-01-22 04:00:00,5074,866,1950,1040,357,1127,755,17611,8705,2922,2981,1945,234.0,6460,12901,2497,551,1244,2687,4466,4804,6686,4376,13106,2598,9918
2020-01-22 05:00:00,20060,3596,9705,3391,1869,3619,3812,86120,31774,12164,9823,7943,694.0,27462,54690,11850,2191,5433,10951,20592,15544,28082,16320,59578,8160,34473
2020-01-22 06:00:00,60639,10944,36435,11720,6691,13096,13214,266114,117325,43240,34103,28438,2280.0,84556,153456,39785,6623,14523,38389,67795,52035,86289,59037,202726,30023,113396
2020-01-22 07:00:00,70887,14062,54289,14859,7771,15806,16005,377301,194022,75452,56696,43665,2824.0,104152,185455,52741,7628,18889,68200,94982,109887,103422,77512,262438,47679,144285
2020-01-22 08:00:00,45692,10509,44908,9614,5743,9893,11934,295386,158080,68067,44740,30904,1912.0,72957,131171,39109,6885,13854,57355,70696,115566,72071,51471,185316,41947,97083
2020-01-22 09:00:00,40417,9944,29817,8568,5614,8573,11171,223159,126792,45533,46934,24985,1815.0,56493,102871,32427,6742,11749,50401,53559,85957,59727,45432,160921,44259,87454
2020-01-22 10:00:00,40778,9597,26367,9076,5305,9042,10706,214145,126808,42296,50645,25394,1973.0,54874,99918,32061,6978,11949,50521,51268,79663,60071,45948,157811,47691,87388
2020-01-22 11:00:00,47565,9916,31496,12213,6141,10904,12319,265327,155529,51597,61144,33013,2457.0,64944,117949,36664,7678,14111,58712,61401,100593,72136,57025,190620,52692,104071
2020-01-22 12:00:00,49075,9925,33453,11985,5925,10960,11881,287715,156877,56116,55583,33276,2278.0,69205,124408,35629,7291,14107,58267,63037,107463,74937,55033,199594,51031,107278
2020-01-22 13:00:00,54286,10856,35674,13243,7037,13373,13278,282082,164632,55438,61849,35694,2774.0,70572,129814,40431,8145,15707,65490,66234,109929,79409,62077,211550,53567,116733
2020-01-22 14:00:00,48798,10530,31385,10689,6507,12430,12365,251388,154690,50805,58465,31802,3067.0,67343,120949,37549,7525,13857,58037,62543,97346,72659,54473,195574,52739,106169
2020-01-22 15:00:00,53972,11842,36103,12215,7424,12704,14281,278195,166086,55414,63191,35332,2910.0,77431,137043,41403,9033,15283,63234,68962,99927,82422,62082,219379,55934,113618
2020-01-22 16:00:00,71600,15360,49220,17695,9307,16409,18277,369973,207045,72632,70424,47567,3280.0,105891,186339,53911,10502,19652,74311,91328,115443,110456,84109,295245,57765,151868
2020-01-22 17:00:00,83501,18058,56743,16862,9225,18013,18383,419952,219553,81015,68434,49127,3365.0,110600,206373,58893,9775,22478,71631,97351,130929,118227,90709,304282,55261,166251
2020-01-22 18:00:00,59102,11811,43912,11471,6814,12855,13787,310173,164983,65940,48776,34909,2394.0,77719,151098,43564,6471,16724,56164,71214,115852,84465,64039,201609,40145,112290
2020-01-22 19:00:00,37398,6957,26130,6715,3773,7963,7872,203011,103230,40703,29723,20206,1568.0,47094,93570,27338,4319,10713,36793,45192,77505,52541,41736,126996,28795,70879
2020-01-22 20:00:00,23563,4618,15641,4465,2190,4875,4886,136882,67298,26485,19978,12942,844.0,31789,59744,17342,2971,6485,23275,28560,46388,34156,27059,82730,19381,46797
2020-01-22 21:00:00,19427,3960,13222,3320,1701,4338,3855,116888,54641,21612,15516,10303,690.0,27158,49752,14035,2068,5993,17271,23978,37458,29764,22121,72193,16396,38478
2020-01-22 22:00:00,15600,3268,10539,2902,1328,3431,3014,88013,44548,16748,10901,8324,641.0,21771,39779,11176,1805,4440,14273,18813,33991,22755,17238,57451,14226,30654
2020-01-22 23:00:00,7272,1450,5133,1192,682,1569,1567,38394,21286,7776,5453,3617,267.0,10402,18687,5718,851,1906,6668,8396,16709,10417,7566,24900,7619,14199
2020-01-23 00:00:00,3410,944,2120,616,321,742,722,23321,12696,4070,2813,1823,93.0,6013,9738,2591,831,866,4523,4218,9871,5349,3685,13477,5060,7740
2020-01-23 01:00:00,1379,392,872,203,73,281,309,7399,4466,1605,1288,726,60.0,2104,3804,1182,382,300,1658,1513,3519,1986,1336,4547,2558,2928
2020-01-23 02:00:00,1043,278,708,206,67,223,207,5884,3803,1222,970,590,41.0,1740,3166,994,486,239,1259,1525,2398,1685,1178,3894,1651,2462
2020-01-23 03:00:00,1708,371,740,318,138,274,339,7366,4416,1310,1210,677,51.0,2587,4343,1009,275,355,1487,2000,2486,2268,1567,5322,1613,3455
2020-01-23 04:00:00,5601,906,1835,1053,374,1112,750,18056,9222,3273,2824,2037,194.0,6822,13073,2747,555,1258,2756,4632,4951,6695,4443,13996,2576,10364
2020-01-23 05:00:00,19974,3913,9918,3417,1978,3684,3919,85833,32520,12221,9632,7754,686.0,27883,54914,12060,2174,5367,10861,20722,15652,28141,16455,59739,8432,35063
2020-01-23 06:00:00,60847,11258,36063,11341,6621,12977,13176,266314,118071,43160,33697,28509,2287.0,83748,153946,39929,6458,14814,38172,67378,52009,85058,58161,202758,29809,113288
2020-01-23 07:00:00,71415,14814,53186,14431,7762,15914,16303,382303,199732,74652,57729,44358,2848.0,104609,184417,52866,7578,19055,68349,94091,113501,104001,79274,264125,47195,146496
2020-01-23 08:00:00,47514,11387,45033,9184,5857,10106,12131,299212,159487,69462,46256,31256,1975.0,70830,133269,40147,6701,14320,57420,72181,120635,74394,52620,190979,43134,101203
2020-01-23 09:00:00,41312,10646,31308,8498,5590,8745,11081,226411,122921,46948,48085,24199,1759.0,58321,105792,33745,6848,12425,49935,54634,86924,60546,44815,160141,45527,88945
2020-01-23 10:00:00,42121,10500,26926,8786,5733,9180,11180,213548,122419,43543,51756,25064,2028.0,55380,100328,33560,7196,12026,49533,52963,79587,59946,45538,159370,47880,88944
2020-01-23 11:00:00,47803,10627,31902,11499,6442,10665,12566,262625,145395,53065,60298,31488,2555.0,65581,116503,35530,7479,14362,57100,61540,95663,71818,54853,187633,53532,103458
2020-01-23 12:00:00,48870,10141,32009,11285,5782,10388,11431,279417,145065,57696,55841,31033,2351.0,67791,120613,35234,7289,14284,57042,63017,102197,71462,53142,193854,50227,105129
2020-01-23 13:00:00,53378,11653,34280,13145,6472,13273,12976,274991,156092,58283,62091,34740,2855.0,71283,127470,39527,8251,15586,65819,68058,109695,78439,59818,205569,54396,115083
2020-01-23 14:00:00,48051,11589,30747,9871,6396,11748,12029,242700,138291,52075,56960,28367,2974.0,66020,117762,37173,7841,13837,55187,62537,90647,69923,50213,184171,53154,102529
2020-01-23 15:00:00,54278,13259,36562,12108,7207,12793,14215,279250,160236,57724,61730,34113,2858.0,76705,138841,42756,9041,15631,61082,71520,96763,81630,59838,213073,56107,113985
2020-01-23 16:00:00,72444,16075,49040,17837,8816,16053,18324,370193,202267,74059,71290,46396,3110.0,104529,185282,54603,10544,20404,73481,90942,119244,108817,81176,288283,57986,151218
2020-01-23 17:00:00,82398,17722,57426,17212,9138,18782,18765,418990,213283,83534,69134,49024,3512.0,111802,206283,59108,9686,22359,72723,98197,133028,117571,88468,300903,55649,167350
2020-01-23 18:00:00,60615,12652,43641,12044,5961,12361,12046,314853,165434,68716,50316,35145,2358.0,79346,151668,44332,7286,17259,58492,74403,120388,82727,64987,201968,41286,117049
2020-01-23 19:00:00,38240,8264,25752,7387,3905,8308,8041,205935,105609,43036,31786,21665,1582.0,49505,95859,28542,4443,10873,40061,45713,82039,52837,41932,129341,29566,77095
2020-01-23 20:00:00,25072,5521,16280,4833,2434,5495,5175,142921,66854,28323,21321,13421,963.0,34829,63313,18543,3426,7155,26349,30906,50775,35160,28305,87497,20741,51688
2020-01-23 21:00:00,20460,4555,13804,3549,1938,4618,4366,120370,54709,24228,16632,10339,759.0,28268,52781,15782,2378,5833,19023,26019,39523,30942,22906,75658,17446,42851
2020-01-23 22:00:00,16973,3892,11838,3133,1587,4004,3276,97542,46001,19249,12616,9594,653.0,24477,43957,12290,1789,4575,15135,21388,36590,24351,18633,61738,14710,35476
2020-01-23 23:00:00,8349,1704,5847,1565,640,2048,1431,46232,23448,9361,6249,4258,368.0,11853,21828,6226,926,2094,9023,9512,20016,11568,8626,28275,7533,17014
2020-01-24 00:00:00,4085,1023,2748,710,302,906,788,28761,14812,5686,3279,2292,167.0,7371,11995,3009,608,1109,5456,5460,13357,6845,4291,15854,5455,9995
2020-01-24 01:00:00,1637,430,889,288,161,353,298,9160,5022,2280,1464,792,62.0,2628,4284,1207,371,398,2128,1957,4911,2387,1598,5428,2869,3877
2020-01-24 02:00:00,1298,398,786,186,145,256,382,7003,4127,1560,1121,690,41.0,2120,3398,1116,385,295,1347,1555,3289,1987,1237,4305,2174,3076
2020-01-24 03:00:00,1776,501,867,314,128,332,403,8310,4823,1684,1384,805,84.0,2487,4766,1374,429,409,1562,1988,2998,2793,1753,5821,1973,4024
2020-01-24 04:00:00,5125,954,2317,996,388,1094,831,19437,9255,3339,2918,2112,191.0,6777,13383,2930,558,1227,2881,4742,5411,7138,4286,13439,2796,10324
2020-01-24 05:00:00,18983,4108,9124,3302,1797,3579,3753,82726,31016,11981,9186,7436,618.0,26077,51700,11408,2117,5250,10667,20023,15417,26425,15764,56445,8032,34220
2020-01-24 06:00:00,55685,10576,33076,10627,6363,12072,12306,244767,110039,39763,31836,26335,2080.0,75441,140206,37327,5903,13722,36549,62085,49604,79063,54823,184751,26733,106256
2020-01-24 07:00:00,66952,14563,50541,13755,7461,14768,15074,346227,185428,68916,54845,40614,2591.0,92002,166412,50396,7314,17739,65932,87566,105732,95747,73836,238339,44968,138261
2020-01-24 08:00:00,46585,12516,41076,9175,5660,10099,12500,285800,152187,62928,46514,29716,1915.0,67582,124501,39915,7072,13761,57729,67761,112665,69459,51766,183161,43356,101821
2020-01-24 09:00:00,44346,11547,29994,8799,5565,9445,10957,233384,128104,47376,50486,25542,1754.0,57287,107407,35293,6986,12760,51258,56036,85909,62817,47070,165606,48629,95030
2020-01-24 10:00:00,44748,12478,28073,9339,5776,10174,11660,228632,131096,46276,55656,26134,2279.0,60054,107672,36149,7567,13043,52399,57164,81390,63347,49009,170687,52400,97295
2020-01-24 11:00:00,50616,12319,32911,12316,6584,11484,12728,272429,153221,55463,63016,33006,2602.0,69078,123138,38779,7936,15423,58793,65013,99263,74062,59066,197077,56421,111617
2020-01-24 12:00:00,51491,12360,33727,11795,6453,11245,12368,288964,152644,60615,57621,31630,2395.0,70853,129996,38848,7744,15233,57399,66853,106990,75090,56594,203103,55244,113972
2020-01-24 13:00:00,57370,14143,36623,13500,7102,13888,13994,295705,162272,61386,65605,35935,3148.0,77310,140506,43066,8930,16571,66086,72532,112327,83286,64430,218105,60358,129425
2020-01-24 14:00:00,55376,16686,34554,11194,7211,13106,14488,274475,153472,57175,63664,31149,3059.0,75425,135912,44112,9046,15628,58770,70648,95592,78944,58975,210988,61240,124044
2020-01-24 15:00:00,64664,18394,43129,14151,8723,14774,16575,323820,183142,64035,71881,38313,3151.0,87601,160882,52836,10439,18180,67065,80797,105832,93981,72080,247481,66226,142650
2020-01-24 16:00:00,78620,22294,51673,18577,10134,17706,20229,387098,214937,75700,80202,49337,3770.0,107164,195895,63771,12340,21733,75126,95275,123131,115457,87930,301695,68883,171757
2020-01-24 17:00:00,80347,21717,56795,15997,9476,17809,18913,406707,206540,78377,71897,45057,3638.0,107795,199421,63476,10628,22060,70887,93845,130334,115720,86711,285820,63916,168692
2020-01-24 18:00:00,62319,17751,45144,12935,7375,13899,14886,318203,173628,62740,62219,36332,2921.0,83346,154854,52201,9358,17060,57879,73334,110369,89687,75020,223770,50853,130458
2020-01-24 19:00:00,41890,13526,29063,8745,4321,8879,9460,211056,120344,42115,45194,23791,1784.0,55929,103021,34768,6571,11792,40664,47520,83377,59695,51949,151363,38647,89917
2020-01-24 20:00:00,26772,8821,16672,5014,2712,5555,6156,145580,77000,28932,31153,14120,1062.0,38579,68523,22360,4643,7510,26334,31310,51902,39595,33326,97738,29817,59533
2020-01-24 21:00:00,21652,5669,14003,4026,2206,4530,4659,118979,60172,23891,24999,11174,948.0,31121,54621,16899,3434,6264,21328,26264,40370,32658,26806,84345,21675,47984
2020-01-24 22:00:00,21311,4626,18816,4027,2238,4464,4945,123175,56581,23940,19961,12129,893.0,30806,53975,15555,2617,6226,19709,25630,38127,33601,28838,86508,17673,45633
2020-01-24 23:00:00,15042,2884,11154,2895,1821,3435,3793,88441,42904,16941,13374,8886,636.0,25472,43542,12009,1945,3970,14039,18845,27870,24872,19799,58975,10823,31522
2020-01-25 00:00:00,11272,2256,7729,2499,1055,2409,2483,73469,36186,14106,9252,7227,397.0,19505,32882,8311,1517,3032,12148,14691,27398,21492,14635,46250,8261,25630
2020-01-25 01:00:00,5292,858,3264,1361,473,1314,1107,28466,14577,7040,4308,3266,264.0,7532,13798,3725,839,1449,5073,6414,12873,8316,5475,17491,4037,11988
2020-01-25 02:00:00,3171,527,2180,620,192,781,630,19214,9860,4892,2682,1979,164.0,4386,8527,2292,641,931,3248,4493,7858,5259,3857,10742,2723,7735
2020-01-25 03:00:00,2747,448,1488,475,174,522,521,15472,7797,3507,1933,1430,109.0,3947,6697,1635,459,750,2562,3294,6436,3975,3337,8896,2458,6069
2020-01-25 04:00:00,3480,674,1515,586,181,697,568,16515,8741,4149,2787,1418,118.0,4705,8230,2154,598,1063,2805,4102,7486,4355,3645,9599,2502,7811
2020-01-25 05:00:00,6768,1474,2864,1095,513,1205,1170,28977,13309,5623,4133,2524,234.0,8653,15060,3832,1045,1763,4725,7056,9700,7964,5535,19385,4222,13016
2020-01-25 06:00:00,13703,4371,6648,2330,1602,2966,3044,53310,25683,9349,9781,5470,649.0,18198,30046,10525,2551,3337,10023,13349,13917,17275,12428,45108,9792,31599
2020-01-25 07:00:00,23249,11652,14263,3465,4043,4755,7936,96010,53437,14917,22262,9508,1048.0,33640,56632,24377,6070,5284,19608,22176,24045,36059,25829,84768,24323,59494
2020-01-25 08:00:00,34279,14825,21643,5942,6883,7241,12805,148677,85857,25398,45467,16064,1770.0,48059,82138,33599,8228,8743,31263,35860,41531,53093,37051,127422,45939,84354
2020-01-25 09:00:00,46637,15803,27674,8540,7844,9464,14575,198811,118927,35820,65971,23525,2156.0,61686,109044,40600,9839,12694,43879,51145,58931,68387,52455,174906,62505,107878
2020-01-25 10:00:00,54314,18280,31913,10695,8270,12008,16388,235506,146221,44840,80300,29519,2848.0,71156,126856,45224,10550,14972,52436,61216,72742,78333,63663,204660,74189,128608
2020-01-25 11:00:00,55006,18708,34342,11901,8202,12370,16761,251785,157942,49045,80862,32371,3343.0,74554,132264,45833,10178,15339,53160,64837,82401,80664,65065,207816,74366,132011
2020-01-25 12:00:00,51950,17302,34217,10089,7613,11711,15609,259777,144960,50510,72312,29015,3263.0,70121,129684,45651,9154,15024,47396,65275,82873,79710,59877,204741,68482,123333
2020-01-25 13:00:00,57802,17325,38055,11705,8974,13817,17221,282580,154236,55895,76411,31108,3733.0,77225,143244,49181,10578,15899,51110,71922,84321,91037,67215,234242,74428,136019
2020-01-25 14:00:00,58786,17076,38775,12349,9360,14464,18163,288265,165721,58369,83129,34610,3854.0,76995,143126,50842,11045,16256,56345,72846,89021,92254,70571,241210,78674,137632
2020-01-25 15:00:00,56583,17183,38318,12875,9664,13727,18453,288181,169395,56268,85553,34510,3625.0,73743,140967,51369,11102,15843,56810,69544,91463,88987,69787,235336,77517,132263
2020-01-25 16:00:00,55483,17319,39737,12295,9257,13208,18738,290585,165767,53846,73335,34526,3500.0,75383,142667,51193,10341,14954,54689,67837,89916,86778,64914,228808,65083,125309
2020-01-25 17:00:00,51530,15161,34206,10666,6995,11381,16142,271610,153052,52149,57237,33663,2496.0,72950,132866,44806,7933,13798,49266,63656,87521,73408,60593,194155,48505,107368
2020-01-25 18:00:00,39585,10679,25622,9443,4754,8809,10239,218944,124068,42558,42414,29117,2033.0,57325,107228,33661,5899,10897,44300,52177,77108,56718,55407,144740,33533,80458
2020-01-25 19:00:00,27896,6546,16481,7676,3306,6072,6356,152914,86794,30184,31473,18372,1410.0,37900,73646,20781,3884,7885,32674,33687,59081,39699,39148,100815,23658,57742
2020-01-25 20:00:00,21229,5101,12861,4224,2011,4889,4500,119566,57137,22760,22790,12408,949.0,30392,55769,16410,2811,6061,22025,25683,40928,31167,28627,73886,18096,46279
2020-01-25 21:00:00,19584,4146,11700,4038,2018,4303,4182,108433,51208,21425,18652,13433,922.0,28479,50810,14493,2413,5608,19709,23701,34007,30546,26038,72969,15482,41100
2020-01-25 22:00:00,20353,3683,13539,4666,2321,4094,4581,127014,63083,22601,17806,14242,731.0,33066,55279,14260,3135,5901,23769,24611,35013,33063,27396,93619,15260,42115
2020-01-25 23:00:00,15043,3076,11233,3829,1978,3362,4843,89448,46019,17121,13946,10353,654.0,26842,44262,12585,2005,3964,16821,19637,29069,27074,20579,64208,10740,32297
2020-01-26 00:00:00,12688,2366,9501,3640,1435,2823,3196,84973,43958,15594,11057,8914,492.0,22228,38550,9142,1383,3338,15038,17342,29081,25483,18105,55307,8647,29752
2020-01-26 01:00:00,7287,1293,4658,2176,759,1975,1385,37692,20371,8594,6158,4347,458.0,10306,18767,5141,888,1838,6942,8697,16393,12141,8378,24437,5750,16775
2020-01-26 02:00:00,4780,1548,3543,1254,606,1212,1126,26878,15162,5670,4485,2870,357.0,6983,11940,3980,746,1534,4248,6017,14394,10336,5994,16368,4209,11194
2020-01-26 03:00:00,3416,1084,2254,1049,425,938,815,21329,10093,4102,3109,2114,265.0,4829,8935,2884,457,1002,3275,4427,7258,7978,4144,13098,3168,8534
2020-01-26 04:00:00,3004,672,1853,806,253,790,679,18913,9217,3987,2895,1630,169.0,3917,8037,2303,478,917,2696,3468,7256,5376,3443,10255,2405,6961
2020-01-26 05:00:00,3464,758,1982,620,392,665,769,19637,9886,4074,2848,1530,148.0,4498,8004,2164,578,1138,2964,4117,7699,5218,3206,11311,2174,7019
2020-01-26 06:00:00,5939,1702,3321,884,865,1502,1619,27510,13153,5520,5235,2946,276.0,7973,13761,5013,1106,1732,5371,6512,8414,8976,6123,21592,4687,13412
2020-01-26 07:00:00,8530,5624,6617,1500,2677,2083,4502,41531,23175,5963,10086,3872,670.0,12198,21106,11610,3039,2403,8759,8250,12338,16245,11069,34718,12900,26253
2020-01-26 08:00:00,13825,8837,11016,2421,5060,3637,8280,67932,41172,10017,24844,6799,1068.0,19829,34753,19562,5455,4096,15535,14872,20588,26395,19531,60548,26326,40514
2020-01-26 09:00:00,22388,10352,16802,4766,6052,5587,10045,111019,66243,17405,43955,11939,1541.0,31086,56186,25749,7192,6027,26544,25493,32903,38204,30347,101862,44074,58215
2020-01-26 10:00:00,27381,13005,20840,6520,7344,8331,13099,139494,85601,24232,60762,16358,2275.0,42354,69843,32774,8732,7441,34562,34660,43733,49964,40871,132297,59490,76104
2020-01-26 11:00:00,34276,15743,25991,9741,8510,11606,15684,165886,106162,28990,67256,22257,3428.0,49639,83568,40651,10530,9383,41329,41805,51930,59190,50614,157838,68406,94941
2020-01-26 12:00:00,34881,16604,27096,7293,7918,12107,14752,187129,96770,33123,58796,18243,3929.0,49378,88752,42142,9611,10460,34591,46572,54114,59685,42586,158693,64816,98945
2020-01-26 13:00:00,40154,17650,30628,7208,8290,14307,15553,211248,93658,38042,58554,18316,4307.0,57894,102745,47153,10571,11317,34955,53298,48918,70695,46743,180911,69290,110146
2020-01-26 14:00:00,43039,19126,30861,8831,9556,15391,17125,229089,105432,40329,63830,21837,4813.0,62227,109346,50623,11582,12295,44369,54742,54738,74515,51769,201510,77730,121064
2020-01-26 15:00:00,44136,20934,33519,9995,10349,15345,18355,239601,113610,41015,62719,23187,4520.0,63043,112141,52905,12924,13272,47865,54687,62361,78185,52972,194010,77645,122099
2020-01-26 16:00:00,44043,20954,34002,10247,9151,13143,18057,234129,113498,39127,54469,22728,3688.0,63658,113070,50139,11935,12954,45856,52771,61613,77159,55447,172774,61275,114150
2020-01-26 17:00:00,39780,19156,30109,9120,6262,9396,14088,200388,107544,35180,42601,22425,2413.0,57748,100874,42275,8592,11204,41457,46568,64596,62445,50369,152712,43850,99948
2020-01-26 18:00:00,31433,15864,22487,6895,3943,7571,8851,155805,86649,29922,33050,18152,1600.0,49076,79481,31919,6773,8775,34871,37566,58340,46149,40459,132355,34623,81791
2020-01-26 19:00:00,24510,12800,17525,5297,3038,5120,6684,126170,67439,25566,29127,13992,1038.0,42346,69206,26846,5229,7737,25593,31516,45232,37622,31162,91039,26943,58273
2020-01-26 20:00:00,19699,9906,14743,3868,2083,3937,5027,108746,58205,20109,20583,11035,764.0,33872,57475,22862,4944,5510,19511,24757,37066,31126,24780,73995,18147,44386
2020-01-26 21:00:00,14350,5644,10341,3213,1391,2876,3416,81838,40701,15520,13574,8258,508.0,23182,40162,14266,3029,3843,14730,18533,28216,21474,18735,52301,12748,30088
2020-01-26 22:00:00,9945,2788,6497,1856,1047,1881,2242,54294,27437,10890,7421,4858,289.0,14801,25929,7548,1439,2886,11829,11662,19745,13102,10846,32737,6881,19341
2020-01-26 23:00:00,4376,1023,3010,848,369,886,1050,24792,13619,5083,3500,2122,153.0,7075,12261,3325,678,1221,5385,5387,12220,6122,4586,14569,2778,8689
2020-01-27 00:00:00,2552,578,1573,539,197,503,544,16751,9028,3364,2252,1396,50.0,4483,7405,1651,428,679,3759,3512,8011,4006,2545,9674,1433,5477
2020-01-27 01:00:00,1197,186,554,189,72,253,274,5603,3428,1224,1145,576,37.0,1739,2661,646,233,251,1366,1225,2703,1497,1131,4918,734,2645
2020-01-27 02:00:00,934,170,499,160,67,182,188,4601,2652,878,851,485,37.0,1398,2304,615,154,238,965,1017,1935,1295,1049,3351,724,2263
2020-01-27 03:00:00,1383,319,643,298,104,324,271,6385,4003,1197,1265,575,72.0,2098,3631,852,253,335,1225,1568,2328,2045,1489,4757,915,3328
2020-01-27 04:00:00,5273,901,1922,987,401,1077,870,17424,8998,3114,2907,1984,227.0,6723,12895,2773,576,1328,2835,4581,5212,6836,4414,13912,2154,10250
2020-01-27 05:00:00,19206,3933,10339,3319,2258,3413,4198,88925,32689,12694,10245,7797,733.0,28437,55454,12602,2313,5453,11850,21412,16236,28796,16757,61613,7946,34610
2020-01-27 06:00:00,54122,10913,36240,11241,6772,11657,13398,261553,119695,42522,34682,28453,2255.0,83058,146947,40158,6770,13685,38732,66994,51446,84917,59570,201189,28365,107575
2020-01-27 07:00:00,60511,13362,53633,14105,7279,12856,15604,365937,196592,73812,56744,43253,2591.0,99107,168956,50542,7435,16712,67897,93218,112241,98905,79175,251273,45181,130863
2020-01-27 08:00:00,39961,10924,43636,8903,5746,8530,11440,289452,155397,67142,44252,30077,1675.0,67063,122552,37454,6450,12670,57136,70729,119129,68650,51349,180467,40413,91852
2020-01-27 09:00:00,37685,9625,29014,8312,5274,8276,10926,216969,120699,45665,50634,23478,1725.0,55884,98372,31317,6455,11145,48955,53155,86103,58291,44277,154752,49418,84326
2020-01-27 10:00:00,36870,9670,25938,8924,5460,8185,10750,207975,119828,42780,53969,24148,1831.0,53179,94590,31187,7082,10652,48554,51850,77992,58126,43340,153998,53743,84295
2020-01-27 11:00:00,41144,9849,29855,10364,5802,9375,11735,249715,137166,50290,60338,27706,2181.0,60050,105489,33059,7437,12331,53399,58639,93309,68372,52740,174617,56054,94735
