,Thurgau,Glarus,Zug,Jura,Obwalden,Appenzell-Ausserrhoden,Nidwalden,Zurich,Waadt,Basel-Stadt,Wallis,Neuchatel,Appenzell-Innerrhoden,Solothurn,Aargau,Schwyz,Uri,Schaffhausen,Ticino,Basel-Landschaft,Geneve,Luzern,Freiburg,Bern,Graubunden,Sankt-Gallen
2020-03-05 13:00:00,52292,10178,32362,12370,5415,11620,11275,258196,148265,47255,53227,33472,2329.0,65055,124686,34576,7129,14832,61447,57880,103336,72932,57882,192472,44039,109717
2020-03-05 14:00:00,46450,9622,27412,8998,4726,10024,9807,225460,129112,43426,46542,26504,2050.0,60282,114196,31352,6190,13306,51297,55456,85302,64073,48803,169383,41302,94536
2020-03-05 15:00:00,51745,10576,33343,10975,5570,11045,11206,260008,149112,46497,50087,31381,2095.0,69064,131154,35035,7054,14900,57131,59282,92223,73562,57185,198017,43381,105980
2020-03-05 16:00:00,68494,13445,44676,17212,7808,14783,15567,345783,191686,59347,64994,43823,2620.0,93553,174401,47008,8884,18882,68321,75264,112787,100617,76504,267526,49539,140559
2020-03-05 17:00:00,82549,15931,54210,16491,8934,18426,17692,400567,204995,66656,65388,46898,3449.0,101515,198386,53918,9243,22240,69202,81539,125721,113118,84996,286016,52258,165022
2020-03-05 18:00:00,59673,11402,43574,11938,5882,13266,12497,301779,161823,53085,47132,34941,2670.0,71784,148678,41842,6900,16331,56333,61121,113778,80449,61101,197732,37456,116475
2020-03-05 19:00:00,38034,7393,24498,7715,3453,8379,7414,196503,104441,32313,29900,21233,1502.0,46774,92586,26490,4522,10803,36269,37241,78815,49530,38969,126025,23350,74752
2020-03-05 20:00:00,24272,4744,15322,4784,2091,5309,4679,133257,63873,21898,21562,13786,885.0,31628,61307,16828,3299,6761,23787,25003,48541,33171,24361,82182,15253,49335
2020-03-05 21:00:00,19034,3559,12383,3504,1820,4362,3889,109355,51938,16365,16579,10067,783.0,24456,49612,13604,2674,5400,18031,18949,37824,27168,19353,71011,12338,39637
2020-03-05 22:00:00,15721,2719,9879,3139,1361,3565,2749,84199,44410,12913,12326,9054,625.0,18982,39000,10333,1765,4242,12701,15001,31780,21180,16292,55911,9558,30645
2020-03-05 23:00:00,7751,1280,4722,1565,586,1884,1457,40623,22710,7149,6339,4362,294.0,9971,19263,4953,977,1929,7029,7882,17994,10371,8076,26904,4598,15037
2020-03-06 00:00:00,4158,675,2327,814,245,887,730,26914,14771,4694,3364,2420,132.0,6173,12197,2462,663,985,4647,5322,12586,6119,4282,15803,2286,8859
2020-03-06 01:00:00,1750,277,874,359,81,421,257,9155,5321,1880,1468,946,81.0,2524,4786,1264,411,439,1915,1868,4811,2192,1716,6087,1230,4010
2020-03-06 02:00:00,1294,289,708,256,82,286,240,7685,4325,1436,1397,780,43.0,2036,3954,993,471,243,1421,1792,3425,1952,1334,4780,996,3172
2020-03-06 03:00:00,1744,459,826,375,124,409,366,9321,5563,1706,1676,888,75.0,2775,5553,1223,322,410,1622,2146,3121,2580,1854,6308,1225,4016
2020-03-06 04:00:00,5298,800,2101,978,419,1183,805,19949,9384,3530,3456,2197,176.0,6746,14180,2716,724,1302,2662,4843,6000,6953,4509,14828,2065,10296
2020-03-06 05:00:00,19142,3590,9101,3247,1991,3649,3891,83405,32109,11255,10321,7917,685.0,25628,53911,11407,2432,5393,10981,18659,15979,26846,16063,58998,6747,34470
2020-03-06 06:00:00,56995,10331,32198,10974,6142,12493,12346,242318,110572,34665,34481,26854,2276.0,71904,139649,36590,6744,13993,36757,53974,49927,78081,56042,186460,25797,107414
2020-03-06 07:00:00,65988,13211,49127,13887,7281,15113,15038,339287,188141,52057,56483,40848,2787.0,84520,161046,45755,7182,17471,65835,66731,107686,93938,74215,233328,41612,136207
2020-03-06 08:00:00,45602,9589,39676,9072,5372,9947,10909,272774,150930,48448,46647,29259,1942.0,61609,120488,34618,6011,13770,56459,53575,112805,67295,50086,174492,37989,97068
2020-03-06 09:00:00,43046,9609,29089,8800,4805,9018,9919,227994,128178,40228,52622,25571,1811.0,54697,106918,31086,6528,12280,51756,50672,87097,61541,47185,163800,45202,90398
2020-03-06 10:00:00,44599,9972,27508,9134,4958,9511,10815,223912,130933,40331,57955,25968,2103.0,55792,107922,32387,7144,12995,52317,51978,82208,61667,48082,166339,49936,93048
2020-03-06 11:00:00,50149,11108,31353,11874,5605,10385,11318,266506,153422,47513,65513,32344,2129.0,64110,122664,35009,7499,14405,57980,58691,101474,72691,58397,194570,54636,109515
2020-03-06 12:00:00,50241,11363,32924,11437,5480,10305,10991,279242,152218,50317,60457,31587,1984.0,66885,126494,35870,7651,14888,57714,58946,105404,73506,55880,198866,51046,109533
2020-03-06 13:00:00,57186,12239,34680,13052,6258,12307,12845,280072,163610,52189,67281,34622,2422.0,71473,135569,39113,8064,16197,66430,64027,111499,79066,62457,210178,56088,120250
2020-03-06 14:00:00,53098,13272,32236,10829,6094,11003,12640,259888,156003,50421,64711,30539,2193.0,70544,132128,38826,7613,14831,59382,64361,96684,75391,58128,201226,55467,114947
2020-03-06 15:00:00,60845,15361,38254,13373,6918,12527,13980,298999,184106,53764,72783,37258,2459.0,79999,153126,44639,8496,17036,67889,69262,105521,85621,69416,233346,58912,129391
2020-03-06 16:00:00,76403,19058,47486,17809,8893,16099,18211,361134,215805,62893,83057,48698,3164.0,98243,185338,54856,10387,20843,74584,80435,123622,108188,85278,284621,64771,161726
2020-03-06 17:00:00,78608,19035,51660,15498,8708,16922,17437,370713,211562,61691,75119,44887,3339.0,95107,185540,57046,10004,21649,69791,76617,126213,107331,82694,273936,60917,160043
2020-03-06 18:00:00,60994,17624,40311,12700,6765,13741,14112,292554,175601,48373,64638,35722,2691.0,73427,146085,48712,8849,17046,57816,59708,110421,84756,70477,211888,47351,127185
2020-03-06 19:00:00,40164,12171,24936,8341,4363,8581,9104,198877,126112,34125,44412,23414,1783.0,49783,97809,31936,6065,11581,38664,39009,82292,56779,47603,142138,35794,83769
2020-03-06 20:00:00,25931,7864,15863,5106,2674,5429,5576,135527,77598,23244,33408,14087,966.0,35070,66286,21047,4532,7313,26000,27073,52720,37448,29257,95079,24360,55675
2020-03-06 21:00:00,20854,5516,12861,3859,1967,4184,4243,108606,60284,19756,25752,10990,731.0,27865,52646,15583,3160,6023,20775,21644,39671,30879,23060,79289,18188,45036
2020-03-06 22:00:00,19477,4344,11713,3976,1843,4357,4099,101347,54852,17108,20215,11153,750.0,25204,49384,13666,2660,5358,17594,19207,36146,28403,21604,71678,15088,40768
2020-03-06 23:00:00,14045,2738,8349,2890,1446,3190,3196,70275,40202,11567,13237,7943,573.0,17684,34934,9957,1757,3785,12536,13063,28022,20492,16120,49662,9162,27918
2020-03-07 00:00:00,9762,1964,6208,2605,1095,2152,2040,61790,35285,9907,9531,6617,316.0,13893,28408,6834,1289,2855,11241,10847,25583,17308,12884,40986,5992,21985
2020-03-07 01:00:00,5332,837,2549,1276,344,1121,894,25059,14891,5207,4378,2751,153.0,6365,12388,2817,597,1547,5270,5187,12303,6613,5496,15867,2844,10621
2020-03-07 02:00:00,3012,485,1685,698,219,674,536,16975,10170,3581,2580,1863,104.0,3869,8293,2034,638,943,3029,3431,7735,4425,3630,9992,2026,6373
2020-03-07 03:00:00,2628,409,1179,537,165,516,408,14311,7849,3008,2162,1502,91.0,3502,6770,1533,378,694,2326,3339,6115,3123,2791,8653,1811,5835
2020-03-07 04:00:00,3395,629,1361,642,221,845,637,16070,8627,3539,2943,1754,152.0,4451,8280,1962,487,898,2066,3703,6996,4145,3497,10263,2068,7145
2020-03-07 05:00:00,6180,1122,2774,1038,629,1412,1170,27576,13166,5144,4526,2717,289.0,8119,14751,3343,1022,1765,4248,6661,9203,7893,5640,19921,3356,11573
2020-03-07 06:00:00,12755,3148,6225,2412,1350,3090,2683,49617,24754,8308,10200,5604,633.0,17067,30038,9052,2407,3438,8631,11717,13753,17035,12189,43859,7857,26061
2020-03-07 07:00:00,23174,7935,13387,4165,3795,5131,7245,92235,54565,13021,23917,10645,1185.0,31278,56045,19033,4681,5411,18119,19152,25275,35713,24597,82473,18718,51231
2020-03-07 08:00:00,34786,10749,19565,6548,5093,7680,9873,147186,88565,21912,46684,17980,1948.0,45797,84006,27791,6595,9455,31735,32856,46044,50270,37877,125228,35514,75841
2020-03-07 09:00:00,47501,12288,26190,9372,5775,9701,11578,201149,123072,31411,68427,25561,2185.0,59362,112897,33681,7937,13351,46230,46606,64302,64210,51667,169566,51465,96578
2020-03-07 10:00:00,56389,15894,29927,11436,6986,11188,13631,240725,151706,39811,84414,31801,2518.0,68738,131412,40828,8997,15852,55193,56560,80093,74143,61371,202166,63859,116917
2020-03-07 11:00:00,58860,17493,32538,12191,6793,11541,13917,258856,161477,44699,84790,33287,2824.0,71373,138783,43224,8485,17025,56724,62151,88716,79578,64945,211541,66203,123744
2020-03-07 12:00:00,56514,15666,32922,9478,6203,11045,13045,267443,147660,44575,74684,29779,2498.0,70714,136416,42933,7791,16016,49570,61203,86260,76849,56338,205728,60610,119787
2020-03-07 13:00:00,59143,15675,34384,11484,6965,12396,14025,273624,152448,49156,76745,30380,3020.0,72912,143091,45307,8778,16274,52503,65281,86961,84018,63393,218406,63436,127740
2020-03-07 14:00:00,58570,15299,32734,11919,6948,12507,14664,275748,162923,50906,82830,33182,3175.0,71959,141992,45571,9085,16368,58547,66421,90920,82761,65499,220731,66249,126330
2020-03-07 15:00:00,56999,13647,32153,12208,7089,11885,14343,270040,163818,48407,83561,33760,3008.0,68174,133641,43357,8777,15745,60797,62312,91386,78870,62558,215479,65340,120030
2020-03-07 16:00:00,54836,13445,32871,11976,7292,11860,15241,271662,160189,45015,76209,32402,2844.0,67733,134861,43124,8679,14819,57635,58076,88613,74542,57980,207800,57739,116155
2020-03-07 17:00:00,52830,12695,29313,10379,6323,11279,13458,251926,145511,40768,58221,30490,2499.0,63220,125593,40451,7141,13346,50012,53539,84722,64145,50774,174513,43252,101401
2020-03-07 18:00:00,42271,9675,22776,9456,4604,8692,9669,204925,122404,34737,45649,25598,1920.0,50534,102850,32013,5518,11371,41227,44105,74939,53026,46392,130399,31992,80627
2020-03-07 19:00:00,28487,6002,15509,7073,2833,5848,5889,147999,86272,24400,33908,17226,1189.0,33834,72795,20663,3844,7806,29641,29555,58887,37236,34461,92044,21681,56417
2020-03-07 20:00:00,22559,5029,11919,4461,2124,4474,4668,113641,56500,19963,22448,11259,853.0,27754,56031,15657,3093,6402,19683,23071,40619,29648,21199,71996,15992,44346
2020-03-07 21:00:00,20279,4193,11140,3615,1995,4128,4340,100918,50822,18280,20234,10258,956.0,25079,49361,13861,2772,5802,19578,20560,34371,27288,20165,68814,14459,41578
2020-03-07 22:00:00,20207,3551,11461,4068,2016,4324,4529,102035,52447,16479,18608,10821,847.0,25799,49916,13591,2297,5506,19684,18414,34574,29821,21581,68708,13771,40363
2020-03-07 23:00:00,15644,2450,9554,3307,1568,3229,3485,78296,42992,13168,13731,9534,550.0,19631,38701,10852,1633,4384,15471,14992,28346,24033,18050,52640,9622,30647
2020-03-08 00:00:00,12934,2279,7608,3417,1212,2642,2576,77740,42855,12502,11455,8374,372.0,17677,34878,8675,1483,3744,14840,13691,29500,22881,15541,48476,7377,27310
2020-03-08 01:00:00,6839,1129,3591,2240,625,1511,1425,34222,20388,6677,5875,4075,271.0,8251,17041,4670,943,2080,7148,6485,15317,10497,8324,21661,4073,14893
2020-03-08 02:00:00,4542,680,2280,1086,380,929,822,23180,13481,4701,3881,2857,181.0,4976,10666,2829,558,1449,3983,4431,9602,7097,5344,13627,2648,9679
2020-03-08 03:00:00,3486,513,1501,960,205,605,608,18216,8994,3263,2607,1700,167.0,3408,7522,1907,419,1137,2634,2980,6812,5091,3892,10639,2602,7095
2020-03-08 04:00:00,2893,459,1419,750,215,636,532,16205,8384,3151,2703,1520,109.0,3220,6950,1641,444,967,2180,2845,7302,4369,3107,8677,1523,6227
2020-03-08 05:00:00,3285,769,1806,616,348,792,766,18492,9058,3543,3062,1490,145.0,3924,7723,2198,730,1145,2558,3722,8106,4905,3127,11303,2029,6862
2020-03-08 06:00:00,6302,2005,3548,970,964,1632,1765,29150,13896,4965,6291,3015,350.0,7902,14208,5639,1592,1762,4443,6151,8756,8883,6575,23491,5607,14681
2020-03-08 07:00:00,9815,7569,7075,1636,3125,2630,5425,45579,27545,6001,14002,4724,734.0,12972,23368,14531,4104,2158,8340,8695,13559,17771,12113,41710,16438,31615
2020-03-08 08:00:00,16040,9892,11693,2790,5573,4546,9411,74437,46722,9255,33687,7897,1261.0,19922,38595,22427,6739,3720,15711,13880,23623,28064,19574,69102,37045,46341
2020-03-08 09:00:00,27061,11136,17391,4856,6604,7392,11246,122550,72503,16498,54092,13032,1989.0,31114,62085,29051,8625,6754,25906,24212,37648,41829,29857,106412,56918,66899
2020-03-08 10:00:00,35284,13790,21923,6944,7572,10107,13546,154947,96117,21747,68906,18378,2876.0,40980,76817,36406,10123,9232,34319,32137,49874,52678,39221,135637,69562,88336
2020-03-08 11:00:00,43480,15237,25675,10318,8004,13205,15242,187299,117976,27744,73505,24493,3958.0,47523,90983,44369,10987,12003,40039,41211,60024,63105,50587,161927,73560,106511
2020-03-08 12:00:00,46072,15300,27971,7826,7488,13378,14631,204177,109321,30759,63504,21059,4033.0,50904,97172,45585,10758,12479,33456,45108,61085,64898,44414,165720,67155,109747
2020-03-08 13:00:00,52693,16610,31342,8620,8877,15439,16221,226324,113883,36796,64904,22352,4626.0,60211,111994,50955,12000,14463,34263,53104,58856,77024,49932,193148,71292,122507
2020-03-08 14:00:00,56536,18685,33430,11226,9593,15412,17692,239383,135680,38991,74029,27885,4706.0,65051,119867,54857,12850,15861,44084,57344,66845,81568,58963,211169,79925,131992
2020-03-08 15:00:00,54181,20945,34537,11571,10171,14618,18615,235926,145083,39342,74442,30221,4452.0,64483,119464,54873,13665,15944,45258,55783,72938,81844,61539,211077,79520,129363
2020-03-08 16:00:00,52414,21291,33400,10816,9366,12980,17453,229466,141615,39268,67110,29649,3414.0,63738,116742,51133,12297,14759,40888,53171,73364,77663,59804,200653,64032,123267
2020-03-08 17:00:00,46880,20327,30027,10276,6837,10316,13932,205746,128402,36842,51423,26942,2484.0,59100,107687,44642,8730,12904,36213,48015,73015,66851,52144,167965,46644,109817
2020-03-08 18:00:00,35185,18170,22072,7794,4325,7871,9466,159939,100076,29220,39891,20478,1815.0,47388,86113,33020,6455,9972,29658,37725,62266,46711,40487,123576,32686,86421
2020-03-08 19:00:00,28669,13870,16727,5517,3228,6026,6399,127061,72771,23413,30082,14985,1327.0,39576,70337,26869,4997,7582,22843,29302,48255,36987,30284,93401,25390,65989
2020-03-08 20:00:00,22774,11057,13957,4139,2184,4379,4885,107144,60350,18199,22410,11620,843.0,31762,56680,23124,4198,6013,16672,22588,35954,28657,23792,73921,18699,48459
2020-03-08 21:00:00,15323,6395,10266,2850,1290,3149,3130,80724,42589,14264,13679,9047,608.0,22324,40539,17060,2847,3981,13186,17002,27541,20751,17742,52091,10527,30729
2020-03-08 22:00:00,9706,2740,5880,1788,774,2036,1799,51607,26127,9241,7744,5177,328.0,13368,26315,7740,1401,2722,10198,10925,20610,12240,9690,30778,5676,18845
2020-03-08 23:00:00,4295,914,2815,748,302,908,841,23321,13120,5500,3680,2190,149.0,6650,12159,3198,707,1273,5297,5566,11756,5650,4185,13820,2701,8337
2020-03-09 00:00:00,2575,592,1436,439,181,452,481,16747,9014,3278,2121,1415,86.0,4295,7761,1735,490,773,3323,3444,7814,3770,2671,9694,1400,5745
2020-03-09 01:00:00,1339,207,540,195,74,247,190,6034,3173,1233,1156,557,28.0,1631,3179,686,225,329,1263,1184,2846,1432,1135,4032,640,2627
2020-03-09 02:00:00,968,191,496,171,40,192,134,5032,2748,847,956,482,34.0,1393,2835,613,207,282,864,951,2102,1306,1019,3579,490,2182
2020-03-09 03:00:00,1545,244,652,310,114,339,292,6610,3947,1081,1355,637,67.0,2132,4259,825,199,355,1150,1487,2396,2153,1527,5170,820,3187
2020-03-09 04:00:00,5520,959,1933,1011,450,1216,810,18410,8807,3254,3133,2100,204.0,6574,13617,2799,661,1320,2791,4940,5227,6869,4499,14761,2009,10718
2020-03-09 05:00:00,21498,4116,10350,3835,2315,3839,4295,90630,33306,13116,10838,8435,760.0,28838,58245,12734,2540,5834,11933,22447,16297,29702,17501,64473,7756,37081
2020-03-09 06:00:00,61391,11625,35552,12286,6769,13790,13419,261055,120773,41969,37809,28704,2483.0,82609,152503,41127,7432,14979,37972,66523,52728,84559,60324,207070,29297,117457
2020-03-09 07:00:00,69763,13260,50963,14368,7413,16049,15384,359930,197393,72347,60005,44115,2931.0,95057,174714,49269,7407,18982,66253,90859,114330,97577,78919,249803,42681,142617
2020-03-09 08:00:00,45207,9492,41779,8955,4749,9479,10234,276526,152901,62502,42553,29163,1757.0,65137,124889,35835,5655,14066,52832,66546,117928,65750,51027,176482,32757,92163
2020-03-09 09:00:00,38804,8428,27608,7892,4212,8545,8834,211997,120248,44051,44540,23663,1843.0,53320,101670,29015,5484,11495,46593,52102,85056,55694,45092,152367,33789,80161
2020-03-09 10:00:00,38847,8470,24056,7736,4468,8274,8940,202397,117300,40465,47973,23167,1730.0,50680,96577,28569,5936,11531,46505,50035,75917,54928,43137,148593,37370,80229
2020-03-09 11:00:00,44576,9061,28046,10352,5009,9308,9816,245575,135910,47016,55896,28778,1848.0,58225,109875,31569,6431,13304,51504,56060,90152,65392,51807,172276,42368,95475
2020-03-09 12:00:00,45585,9550,29286,10805,4781,9258,9535,256876,139609,52505,52985,28417,1753.0,61155,115396,31724,6911,13682,51488,58723,98230,67145,51007,180840,40875,97507
2020-03-09 13:00:00,49521,9838,30405,11582,5192,11257,10650,252889,147149,50978,58350,33051,2115.0,62340,119508,33868,6524,14431,59018,60524,104450,70868,56733,186959,44270,104670
2020-03-09 14:00:00,43936,9088,26681,8996,4619,9444,9604,225651,128830,44427,51122,26142,1862.0,58022,110680,30936,5910,12515,49407,54832,84611,62209,46509,167163,40625,91158
2020-03-09 15:00:00,50989,9832,30143,10286,5387,10643,10688,260391,151836,52417,55658,30609,1963.0,67164,126906,35515,6337,14306,55004,65066,93758,70170,56015,192412,42550,104148
2020-03-09 16:00:00,68421,12041,43679,16395,7340,14666,14935,342158,196667,67559,69875,44537,2620.0,93620,173165,45953,8203,19689,66118,85454,116862,98714,76942,265548,47370,138266
2020-03-09 17:00:00,82650,15025,52391,16196,8771,17960,17386,393468,212643,76506,69134,46997,3350.0,100697,195708,55046,8627,22155,67439,92205,130248,113101,86600,287119,50212,159729
2020-03-09 18:00:00,55644,10017,39710,10906,5437,12389,11416,293268,160412,58918,48303,32241,2409.0,68732,140600,40319,6169,16018,49462,66471,115478,75176,59706,186626,32763,108066
2020-03-09 19:00:00,34752,6255,23379,5904,3375,7380,6965,188075,96348,35299,27692,18686,1453.0,41714,87615,24834,4467,9568,28783,40883,72807,45868,35993,117148,19391,66926
2020-03-09 20:00:00,21595,3754,13452,3862,1727,4845,4110,123048,59602,22781,18857,11611,929.0,27664,55060,15740,2798,6226,18275,25247,43180,29123,21996,74033,11972,42229
2020-03-09 21:00:00,16585,2950,10684,2799,1528,3589,3139,94450,44201,16154,13681,8457,648.0,21669,43186,11630,2276,4759,12305,19459,31298,24043,16673,60070,9193,33078
2020-03-09 22:00:00,11957,2065,7107,2195,1180,2754,2358,63119,31246,11584,9175,6018,549.0,15750,31133,8006,1479,3156,8974,13932,23376,17126,11800,41814,6310,23249
2020-03-09 23:00:00,5165,808,3248,854,485,1278,960,27602,14561,5370,4064,2365,224.0,7827,14415,3623,783,1299,4351,6310,11327,7128,5150,17504,2654,10337
2020-03-10 00:00:00,2892,512,1621,474,233,653,492,18616,9388,3379,2540,1594,109.0,5128,9135,1762,487,784,2897,3697,7262,4230,2937,11729,1335,6125
2020-03-10 01:00:00,1341,253,649,150,93,361,213,7346,3724,1363,1264,643,64.0,2038,4039,967,305,325,1364,1549,2846,1592,1288,4512,719,3188
2020-03-10 02:00:00,1147,242,632,154,86,217,159,5802,2911,1064,940,552,43.0,1922,3357,868,430,282,989,1383,2077,1486,1122,4162,712,2337
2020-03-10 03:00:00,1684,454,778,311,102,325,288,7608,4220,1281,1406,728,75.0,2743,4933,1082,330,351,1239,1849,2348,2318,1978,5586,922,3457
2020-03-10 04:00:00,5340,896,2023,1032,364,1232,743,18862,9144,3107,3106,2255,227.0,6690,13672,2892,748,1077,2491,4772,4650,7059,5699,14826,1893,10017
2020-03-10 05:00:00,21248,3873,10281,3496,2059,3925,4029,90107,33266,12693,10703,8298,746.0,28627,58557,12739,2492,5524,11673,21544,15869,29536,17178,64401,7244,36489
2020-03-10 06:00:00,61546,11096,36044,11692,6897,13783,13488,269582,122101,42514,37662,29286,2485.0,83221,156113,41310,7294,15119,37091,68081,53897,85194,60938,209270,28129,116731
2020-03-10 07:00:00,71125,12603,52740,14876,7668,16546,15288,367189,203313,73551,60597,44766,2921.0,96021,177935,49950,7402,19250,64114,92288,117129,100520,79381,258164,43455,143929
2020-03-10 08:00:00,45616,8361,41124,9345,4639,9814,9952,282976,155004,64285,43334,30364,1894.0,64774,126759,34992,5562,14385,52630,68246,119562,66985,50574,180650,32184,93308
